,length
0,"[3.5254584  2.88027733 3.32621272 1.94189537 1.84629622 2.75844854
 3.48988193 3.5254584  1.96030034 2.88027733 3.26634088 3.32621272
 1.94189537 3.48714385 3.39148767 2.98480527 3.22524846 1.84629622
 2.75844854 2.63808739 3.49186395 3.40256977 3.48988193 1.96687926]"
1,"[3.6546196  2.95680638 1.82302013 2.06770556 3.32745382 3.44508812
 2.63998142 3.49912404 3.6546196  2.95680638 2.08145869 3.34409629
 1.82302013 3.43229047 2.63808739 3.62624753 2.95184404 2.06770556
 3.32745382 1.82701511 3.44508812 2.63998142 3.26641864]"
2,[1.76124736 1.80597901 1.83101233 1.76124736]
3,"[1.83897406 3.48111747 3.23064238 2.63998142 3.35354968 3.48292346
 1.97783282 2.75844854 1.84587639 3.28388706 3.50677212 2.7705177
 3.53254078 1.98716255 3.3498391  3.49662941 1.94521237 3.23370113
 3.3725318  1.94808367 3.46643755 2.9062143  2.92355601 2.88027733]"
4,"[2.92355601 3.45964609 3.22645579 1.82345942 3.36755694 2.02540508
 3.46277031 2.78463299 1.92035273 3.26513636 2.92355601 3.45964609
 3.22645579 3.39603156 1.82345942 3.36755694 2.02540508 3.43564042
 3.57733248 2.98480527 3.4799762  3.46277031 2.78463299 1.99658648
 3.29938404]"
5,[1.87173437 1.87198504 1.7417465  1.87173437]
6,"[3.53254078 1.98716255 3.3498391  3.49662941 1.94521237 3.23370113
 1.94808367 3.46643755 3.3725318  2.92355601 2.9062143  2.88027733
 3.23064238 1.83897406 3.48111747 2.63998142 3.35354968 3.48292346
 1.97783282 2.75844854 1.84587639 3.28388706 3.50677212 2.7705177 ]"
7,"[3.48956932 1.90546876 3.4058058  2.78463299 3.56822986 1.92031805
 3.25262878 3.27922824 1.93659986 3.43773349 2.83545384 3.26791279
 3.24834005 3.43145966 1.96242869 3.29989657 1.91755398 3.55071766
 3.27714772 3.42737838 1.93033429 3.51191171 2.84127816 2.79273627]"
8,"[3.50544966 1.85941503 2.76468782 1.95717038 3.37145444 2.87397125
 3.42135671 3.23124682 1.94029115 3.50544966 3.41276077 1.85941503
 2.76468782 3.33226825 3.39952161 1.95717038 3.50470236 3.01387769
 3.37145444 3.51212343 1.95469842 2.87397125 3.31320427 3.42135671
 3.23124682]"
9,[2.02451146 1.81604045 1.97242782 2.02451146 1.81604045 1.92328075]
10,"[3.24834005 3.43145966 1.96242869 3.29989657 1.91755398 3.55071766
 3.27714772 1.93033429 3.51191171 3.42737838 2.79273627 2.84127816
 3.4058058  3.48956932 1.90546876 2.78463299 3.56822986 1.92031805
 3.25262878 3.27922824 1.93659986 3.43773349 2.83545384 3.26791279]"
11,[1.85095157 1.85095157 1.7734477  1.85131098]
12,[1.76746259 1.83434164 1.763185   1.76746259]
13,"[3.46801656 1.95988662 3.37271121 2.94857103 2.87397125 1.94780579
 3.2947022  3.40005657 2.0020222  3.39265829 3.42591989 1.84788535
 3.50547687 3.21145408 2.90046945 3.51992308 3.32171238 1.85247595
 3.21337983 1.94767484 3.49401957 2.76468782 3.36420777 3.34797189
 2.77626255]"
14,"[3.40843004 3.2372781  2.87172902 3.36925911 1.97093389 1.84932912
 2.76694693 3.51445407 3.40843004 3.2372781  1.94488083 3.48458484
 3.32310824 2.87172902 3.36925911 1.97093389 3.51676018 3.40767795
 3.00577105 3.33583525 1.84932912 2.76694693 3.41110824 3.51445407
 1.95030751]"
15,"[3.51992308 3.32171238 1.85247595 3.21337983 1.94767484 3.49401957
 2.76468782 3.36420777 3.34797189 2.77626255 3.37271121 3.46801656
 1.95988662 2.94857103 2.87397125 1.94780579 3.2947022  3.40005657
 2.0020222  3.39265829 1.84788535 3.50547687 3.42591989 3.21145408
 2.90046945]"
16,[1.75679439 1.75679439 1.8280042  1.87072796]
17,[1.75966903 1.84860527 1.82739159 1.75966903]
18,"[3.34951647 3.35508395 3.50609234 1.95630616 2.76694693 1.84221906
 3.21805571 3.3229105  3.5325761  2.77828347 3.4735425  1.83777871
 3.41323085 3.21540751 2.01901837 3.39108797 3.3852645  1.9357959
 3.30202179 3.37899289 1.97657955 3.48642896 2.89844853 2.94532425
 2.87172902]"
19,[1.8277876  1.99917787 1.90387734 1.8277876  1.99917787 2.00030264]
20,"[3.26297329 3.42599088 1.97574874 3.32007806 1.90111611 3.55547304
 3.23746783 1.94263158 3.4989816  3.43902545 2.79718127 2.83994981
 3.46600745 3.41697265 1.9105553  2.78552296 3.58028302 1.89871614
 3.21193788 3.29592091 1.94560063 3.43996705 2.83678219 3.2882098 ]"
21,"[3.41323085 3.4735425  1.83777871 3.21540751 2.01901837 3.39108797
 3.3852645  1.9357959  3.30202179 1.97657955 3.37899289 3.48642896
 2.94532425 2.89844853 2.87172902 3.34951647 3.35508395 3.50609234
 1.95630616 2.76694693 1.84221906 3.21805571 3.3229105  3.5325761
 2.77828347]"
22,[1.83702392 1.84285679 1.73621981 1.83702392]
