,length
0,"[2.37866015 2.34119776 2.34119776 2.37866015 2.34119776 2.37866015
 2.37866015 2.34119776]"
1,"[2.34119776 2.37866015 2.37866015 2.34119776 2.37866015 2.34119776
 2.34119776 2.37866015]"
