,length
0,[1.993697   2.15038269 2.33174862 2.33174862 2.15038269 1.993697  ]
1,[2.33174862 2.15038269 1.993697   1.993697   2.15038269 2.33174862]
2,[2.33174862 1.993697   2.15038269 2.15038269 1.993697   2.33174862]
3,[2.15038269 1.993697   2.33174862 2.33174862 1.993697   2.15038269]
