,length
0,[2.24542202 2.26035863 2.24495011 2.24540401 2.2603488  2.24494171]
1,[2.24495314 2.26036242 2.2454085  2.24493868 2.26034501 2.24541753]
2,[2.24541233 2.26037864 2.24496101 2.24541228 2.26038243 2.24496632]
3,[2.26037335 2.24495947 2.26038772 2.24496786 2.24541676 2.24540785]
