,length
0,[2.37688609 2.36865419 2.37849778 2.40236993]
1,[2.36866293 2.40236976 2.37850457 2.376875  ]
2,[2.40236976 2.37686839 2.36865982 2.37849778]
3,[2.40236993 2.37688609 2.36865419 2.37849778]
4,[2.376875   2.36866293 2.37850457 2.40236976]
5,[2.36865982 2.37849778 2.40236976 2.37686839]
6,[2.40236993 2.37849778 2.36865419 2.37688609]
7,[2.376875   2.40236976 2.37850457 2.36866293]
8,[2.37849778 2.36865982 2.37686839 2.40236976]
9,[2.37849778 2.36865419 2.37688609 2.40236993]
10,[2.40236976 2.36866293 2.376875   2.37850457]
11,[2.37686839 2.40236976 2.37849778 2.36865982]
12,[2.40236993 2.36865419 2.37849778 2.37688609]
13,[2.376875   2.40236976 2.36866293 2.37850457]
14,[2.37849778 2.36865982 2.37686839 2.40236976]
15,[2.36865419 2.37849778 2.37688609 2.40236993]
16,[2.40236976 2.36866293 2.376875   2.37850457]
17,[2.37686839 2.40236976 2.37849778 2.36865982]
18,[2.37688609 2.37849778 2.36865419 2.40236993]
19,[2.36866293 2.40236976 2.37850457 2.376875  ]
20,[2.40236976 2.37686839 2.36865982 2.37849778]
21,[2.40236993 2.37688609 2.37849778 2.36865419]
22,[2.376875   2.37850457 2.36866293 2.40236976]
23,[2.36865982 2.37849778 2.40236976 2.37686839]
24,[2.37686839 2.39767485 2.37448399 2.37688609]
25,[2.376875   2.376875   2.39766959 2.3745009 ]
26,[2.37448399 2.37688609 2.37686839 2.39767485]
27,[2.37688609 2.37448399 2.39767485 2.37686839]
28,[2.376875   2.3745009  2.39766959 2.376875  ]
29,[2.39767485 2.37686839 2.37688609 2.37448399]
30,[2.37688609 2.37448399 2.39767485 2.37686839]
31,[2.376875   2.3745009  2.376875   2.39766959]
32,[2.39767485 2.37686839 2.37688609 2.37448399]
33,[2.37686839 2.39767485 2.37448399 2.37688609]
34,[2.376875   2.39766959 2.376875   2.3745009 ]
35,[2.37448399 2.37688609 2.37686839 2.39767485]
36,[2.34401578 2.36865419 2.36866293 2.37040765]
37,[2.36866293 2.37040765 2.34401578 2.36865419]
38,[2.36865982 2.36865982 2.37041299 2.34401564]
39,[2.37040765 2.36866293 2.36865419 2.34401578]
40,[2.36865419 2.34401578 2.37040765 2.36866293]
41,[2.36865982 2.34401564 2.37041299 2.36865982]
42,[2.37040765 2.36866293 2.36865419 2.34401578]
43,[2.36865419 2.34401578 2.37040765 2.36866293]
44,[2.36865982 2.34401564 2.36865982 2.37041299]
45,[2.34401578 2.36865419 2.36866293 2.37040765]
46,[2.36866293 2.37040765 2.34401578 2.36865419]
47,[2.36865982 2.37041299 2.36865982 2.34401564]
48,"[3.81312172 3.81312157 2.37448399 3.81312151 3.86409336 3.81919729
 2.3745009  3.81312157 3.81312172 3.81920563 3.86410375 2.37448399
 3.81312151 3.81919729 2.37346992 3.86409336]"
49,"[3.86409336 3.81919729 2.37448399 3.81312151 3.81312157 3.81312172
 3.81919729 3.86409336 2.37448399 3.81312151 3.81920563 2.37346992
 3.86410375 2.3745009  3.81312172 3.81312157]"
50,"[2.37448399 3.81312151 3.86409336 3.81919729 3.81312157 3.81312172
 2.37448399 3.81312151 3.81919729 3.86409336 2.3745009  3.81312172
 3.81312157 3.81920563 2.37346992 3.86410375]"
51,"[3.81312172 3.81312157 3.86409336 3.81919729 2.37448399 3.81312151
 3.81920563 3.86410375 2.3745009  3.81312157 3.81312172 3.81919729
 2.37346992 3.86409336 2.37448399 3.81312151]"
52,"[3.78299477 2.34401578 3.82784608 3.78667874 3.78300043 3.78300358
 2.34401578 3.78299477 3.82784608 3.78667874 3.78300358 3.78300043
 2.34401564 2.32984021 3.82785443 3.78667865]"
53,"[3.78300358 3.78300043 3.82784608 3.78667874 3.78299477 2.34401578
 3.82785443 3.78667865 3.78300043 3.78300358 2.34401564 3.82784608
 2.32984021 3.78667874 2.34401578 3.78299477]"
54,"[3.78300358 3.78300043 3.78299477 2.34401578 3.82784608 3.78667874
 3.78300043 3.78300358 2.34401564 3.82785443 3.78667865 2.34401578
 3.78299477 3.82784608 2.32984021 3.78667874]"
55,"[3.82784608 3.78667874 3.78299477 2.34401578 3.78300043 3.78300358
 3.82784608 3.78667874 2.34401578 3.78299477 2.32984021 3.82785443
 3.78667865 3.78300358 3.78300043 2.34401564]"
56,[2.39767485 2.39767485 2.37286167 2.37285285]
57,[2.37285279 2.39766959 2.39766959 2.37285279]
58,[2.37286167 2.37285285 2.39767485 2.39767485]
59,[2.37285285 2.37286167 2.39767485 2.39767485]
60,[2.37285279 2.37285279 2.39766959 2.39766959]
61,[2.39767485 2.39767485 2.37285285 2.37286167]
62,[2.37040765 2.37040765 2.37286167 2.37285279]
63,[2.37285279 2.37040765 2.37040765 2.37286167]
64,[2.37285285 2.37285285 2.37041299 2.37041299]
65,[2.37285279 2.37286167 2.37040765 2.37040765]
66,[2.37286167 2.37040765 2.37040765 2.37285279]
67,[2.37285285 2.37041299 2.37041299 2.37285285]
