,length
53,[2.3601282  2.42246808 2.36715407 2.4493101 ]
54,[2.37910124 2.35015667 2.3523176  2.36452339]
55,[2.93160214 2.455332   2.42004371 2.3887139  2.35903515]
56,[2.56032716 2.40074802 2.45686659 2.50362939 2.41808451]
57,[2.38050401 2.38671678 2.36960993 2.40375585]
58,[2.42752775 2.38525774 2.46207675 2.39788773]
59,[2.41487409 2.398165   2.36872507 2.38624394]
60,[2.54382968 2.54395052 2.55070261 2.55247705 2.44351378]
61,"[4.50768832 4.09168382 3.70458741 3.60878682 2.72754908 4.11884596
 3.02828273 4.29487297 3.34575606 2.71501133 3.56078117 2.50333229
 4.53861811 2.38327695 3.94834298 4.14895487 2.42752775 4.1392163
 3.55180189 3.26884262 3.21313146 4.0337986  3.88077135]"
62,[2.42766818 2.42917107 2.38671678 2.47951606]
63,[2.37786059 2.36577201 2.72865425 2.36915901]
64,[2.39227563 2.34286338 2.36482158 2.35407651]
65,[2.55082693 2.40503986 2.34703904 2.69588879 2.42917107]
66,[2.41332879 2.4962452  2.39227563 2.49833012]
67,[2.41600606 2.82429723 2.53492778 2.66756479 2.40289772 2.38925429]
68,[2.40136562 2.44781593 2.64305666 2.3879879  2.3695764 ]
69,[2.62160005 2.77552045 2.50333229 2.59503958 2.39805233 2.49974298]
70,[2.390568   2.39805233 2.41321812 2.38050401]
71,[2.93556421 2.43231645 2.46819775 2.59258483 2.67921004 2.38326504]
72,[2.3996511  2.38040552 2.47577898 2.37519512]
73,[2.90570595 2.40806034 2.37828269 2.40846146 2.42766818]
74,[2.40074075 2.49974298 2.35823764 2.40373226]
75,[2.42495629 2.39311078 2.41512054 2.33663122]
76,[2.36496912 2.38198786 2.40962236 2.38535305]
77,"[2.45549961 4.09023772 4.04802474 4.19022969 2.7164946  2.45563479
 4.29620603 4.34581731 2.47577898 3.80647523 2.79809844 4.17487769
 3.16851329 3.59474798 3.73990394 2.480711   4.0360102  4.31048449
 3.91410726 3.35087065 2.97564904]"
78,[2.44351378 2.39549318 2.41332879 2.47141474]
79,[2.37214724 2.38925429 2.4492742  2.3824983 ]
80,[2.39701858 2.40373226 2.44900757 2.69588879 2.44742262]
81,[2.60094073 2.64305666 2.62234822 2.53276402 2.80514304 2.4124421 ]
82,[2.46509744 2.65887957 2.39761697 2.43507926 2.44071466]
83,[2.42424399 2.3523176  2.46909002 2.46741309]
84,[2.38040552 2.398165   2.52835006 2.44001503]
85,[3.08617162 2.40375585 2.46207675 2.46819775 2.40074802 2.74694445]
86,[2.35779781 2.36535239 2.40772754 2.49481642]
87,"[3.64174543 2.60631484 3.94794853 3.59079606 3.9374167  3.17264017
 3.34667968 3.90381225 3.68406941 4.15905158 2.45686659 4.52974393
 4.05123545 4.14614802 3.11523638 2.94870962 4.67159693 3.58251737
 3.10817234 4.14630356 2.40480098 4.01335907 2.56901643]"
88,[2.41211153 2.4493101  2.43821048 2.54095685 2.46659257]
89,[2.42678648 2.480711   2.45911075 2.43076833 2.62173069 2.51947935]
90,[2.50362939 2.43379457 2.5034665  2.45549961]
91,[2.3879879  2.42004371 2.53551496 2.39073824]
92,[2.39491562 2.42695897 2.35823764 2.5805119  2.4941728 ]
93,"[2.87109251 3.07301521 3.02502184 2.36482158 2.59503958 2.73864855
 2.3911458  2.34703904 3.12494041]"
94,[2.35903515 2.38327695 2.41321812 2.37214724]
95,"[2.62173069 3.21313146 2.69733882 3.7336884  2.49207691 3.3565237
 3.35869222 3.8176273  2.70132324 3.17446893 2.98102054 2.66347586
 3.54448753 3.26547925 3.5251884  2.60094073]"
96,[2.46659257 2.52835006 2.36577201 2.39491562 2.40421709]
97,"[2.49481642 2.69970318 2.57532659 2.73864855 2.97038641 2.90570595
 2.82429723 2.55082693]"
98,[2.61356099 2.66756479 2.67858706 2.44826792 2.39377588 2.4589874 ]
99,[2.36452339 2.38198786 2.44781593 2.44599726]
