,length
0,[2.37044416 2.34093213 2.37164173 2.37571947]
1,[2.4195557  2.43736865 2.41765998 2.39137279]
2,[2.40312885 2.37723463 2.7789166  2.38488551]
3,[2.40387331 2.42542282 2.34093213 2.3964785 ]
4,"[2.65520008 2.70652447 2.38930223 2.39837075 2.79382958 2.66675494
 3.00416855 2.9014443 ]"
5,[2.3253463  2.43696197 2.35969582 2.34576295]
6,[2.365272   2.36731192 2.37606773 2.36519783]
7,[2.54605683 2.5250173  2.36280026 2.33526564 2.45075398]
8,[2.40509412 2.36322924 2.37617591 2.40631747]
9,[2.35840578 2.38893467 2.40269096 2.38652563]
10,[2.44770665 2.39724886 2.41741751 2.44372956]
11,[2.40594069 2.38972946 2.39048212 2.33742192]
12,[2.33620683 2.36948955 2.43372483 2.34658036]
13,[2.80119224 2.4352748  2.65394444 2.42780755 3.00642502 2.33214979]
14,[2.33647555 2.40766178 2.3567433  2.33954674]
15,[2.45191054 2.40439736 2.48529085 2.87779494]
16,[2.3233957  2.34694589 2.37044416 2.38043085]
17,[2.3964785  2.40252495 2.36838715 2.39610134]
18,[2.40236758 2.41741751 2.46385157 2.67718114 2.60831761]
19,[2.40372081 2.64395697 2.5250173  2.46050616 2.54978425]
20,[2.49325359 2.46805393 2.4797286  2.41531572]
21,[2.4153438  2.3961162  2.32125299 2.44769756]
22,[2.37272834 2.9014443  2.36234812 2.42206197 2.44419168]
23,[2.37586474 2.39501403 2.35628989 2.34184116]
24,[2.33954674 2.40631747 2.33808628 2.36655118 2.80119224]
25,[2.56710126 2.38001202 2.37723463 2.60400336 2.39258349]
26,[2.45870796 2.36280026 2.46622865 2.50852485]
27,[2.37339456 2.46622865 2.3824444  2.40766178]
28,[2.33526564 2.32627081 2.38893467 2.3253463 ]
29,[2.40786438 2.34104497 2.41765998 2.44770665]
30,[2.92362732 2.95332353 2.36773126 2.3138038  2.34104497 2.65520008]
31,[2.35242112 2.39724886 2.38930223 2.40771867]
32,[2.43372483 2.41159916 2.40864694 2.40594069]
33,[2.46740824 2.35969582 2.43250701 2.3979443 ]
34,[2.4746629  2.34835748 2.46385157 2.37898676]
35,[2.43615263 2.36514512 2.38750581 2.40372081]
36,[2.37709645 2.33904675 2.3961162  2.43452266]
37,[2.46050576 2.39624349 2.402481   2.37606773]
38,[2.3714486  2.46119408 2.36349548 2.54378551]
39,[2.46050616 2.42206197 2.32125299 2.32201663]
40,[2.36064045 2.31758308 2.36514512 2.4153438 ]
41,[2.39610134 2.64436776 2.43736865 2.65635608 2.4877843 ]
42,[2.45898624 2.47253243 2.41196493 2.46119408 2.43696197]
