,length
43,"[4.62363721 3.82034504 2.44372956 4.55306349 3.8282108  4.38965255
 2.66675494 3.95225629 3.67868768 4.18466866 3.04566986 3.53462468
 3.42624864 4.75613782 4.8051702  3.86602227 3.41926363 2.32819522
 4.29265021 3.16026447 3.81691522 3.79603924 4.20738921 2.37272834
 3.6867521 ]"
44,[2.45788474 2.31758308 2.33685028 2.39870199]
45,[2.87779494 2.41159916 2.36568821 2.46740824 2.45788474]
46,[2.45579448 2.48353338 2.60400336 2.39223405 2.38777189]
47,[2.43244595 2.32819522 2.3852831  2.39455503]
48,[2.33214979 2.33685028 2.44322946 2.40236758]
49,[2.39455503 2.32882614 2.39624349 2.35828611]
50,"[3.91844911 3.54039809 2.45075398 2.4877843  3.87509828 2.98853885
 3.64356032 3.95265475 3.44575971 3.82703488 3.39618943 4.02459993
 2.40439736 3.82127057 3.42853952 2.47253243]"
51,[2.39120576 2.39048212 2.44322946 2.40500596]
52,[2.54378551 2.37479879 2.35341244 2.41024751]
53,[2.37571947 2.35911054 2.36703527 2.48353338 2.56710126]
54,[2.39141264 2.32553683 2.44723245 2.40387331]
55,[2.43452266 2.36838715 2.42315839 2.38779395]
56,[2.36551423 2.50852485 2.48529085 2.85854888 2.49325359]
57,[2.34184116 2.4055046  2.39218174 2.36551423]
58,[2.41531572 2.38652563 2.43250701 2.36773126 2.70652447]
59,[2.38750581 2.3138038  2.79382958 2.38001202 2.43244595]
60,[2.35648017 2.38675454 2.42070488 2.4100968 ]
61,[2.42585234 2.40318484 2.45191054 2.40509412]
62,[2.41024751 2.39218174 2.34694589 2.53734568]
63,[2.35408434 2.7789166  2.35394154 2.40799353 2.45579448]
64,[2.34576295 2.42204643 2.35177781 2.39264315]
65,[2.34080101 2.40799353 2.326364   2.37339456]
66,[2.3979443  2.39837075 2.36064045 2.36624305]
67,[2.3804243  2.40269096 2.39120576 2.32383296]
68,[2.31303214 2.37752334 2.37479879 2.33647555]
69,[2.34658036 2.326364   2.32882614 2.37293182]
70,[2.37293182 2.38972946 2.3804243  2.42445821]
71,[2.33742192 2.3567433  2.32553683 2.35648017]
72,[2.39258349 2.38777189 2.64395697 2.36731192 2.54605683]
73,[2.36519783 2.33808628 2.46805393 2.35840578]
74,[2.44419168 2.3761436  2.34080101 2.37586474]
75,[2.4100968  2.42315839 2.40312885 2.4195557 ]
76,[2.85854888 2.35177176 2.39017065 2.43615263]
77,[2.39223405 2.40252495 2.3761436  2.45870796]
78,[2.43627429 2.4797286  2.38675454 2.34741612 2.92362732]
79,[2.36655118 2.42780755 2.38542617 2.40786438]
80,[2.36624305 2.37164173 2.36234812 2.37709645]
81,[2.72630608 2.38542617 2.84679179 2.65394444 2.64436776]
82,[2.60831761 2.42687884 2.41196493 2.33620683]
83,[2.42445821 2.3824444  2.4055046  2.43627429]
84,[2.32383296 2.35177781 2.35242112 2.3233957 ]
85,[2.41306336 2.38779395 2.39501403 2.42585234]
86,[2.39137279 2.42687884 2.3852831  2.46050576]
87,[2.40771867 2.34033057 2.36703527 2.35408434]
88,[2.38043085 2.34741612 2.35177176 2.35911054]
89,[2.39870199 2.44723245 2.4746629  2.33904675]
90,[2.39264315 2.40864694 2.35341244 2.39141264]
91,[2.37898676 2.3714486  2.37488597 2.41306336]
92,[2.40500596 2.42070488 2.34835748 2.34033057]
93,[2.36568821 2.402481   2.36322924 2.4352748 ]
94,[2.53734568 2.39017065 2.37617591 2.42542282 2.72630608]
95,[2.54978425 2.65635608 2.44769756 2.67718114 2.45898624]
96,[2.37654999 2.36349548 2.35628989 2.42204643]
97,[2.38488551 2.37752334 2.40318484 2.365272  ]
98,[2.35828611 2.32201663 2.32627081 2.37654999]
99,[2.37488597 2.35394154 2.36948955 2.31303214]
