,length
59,"[2.39338711 2.55839976 3.94306582 3.65707467 3.57909886 3.98078653
 2.45269505 3.97286103 3.3788237  3.58954225 3.71270243 3.63815573
 3.68090876 4.20330014 2.41517852 3.66697615 3.65947268 2.49578742
 4.08375188 3.58399891 3.00864821]"
60,[2.44747472 2.39430201 2.34620584 2.36593977]
61,[2.42156851 2.43130665 2.34281254 2.31288006]
62,[2.40033433 2.37768191 2.46149915 2.52616104]
63,[2.44144397 2.36291887 2.35563865 2.36548632]
64,[2.40476746 2.34790154 2.428244   2.37935692]
65,[2.37211033 2.34209795 2.45738821 2.42156851]
66,[2.46570889 2.40869364 2.40630553 2.37211033]
67,[2.31887225 2.31796297 2.34281254 2.33912585]
68,[2.40359174 2.36256681 2.73972525 2.43935232 2.48023113]
69,[2.34189684 2.3751619  2.33783174 2.31597559]
70,[2.47397884 2.40983355 2.51128694 2.35470118]
71,[2.46608358 2.4403835  2.33466044 2.3829943 ]
72,[2.35585906 2.47472551 2.35273009 2.35045284]
73,[2.36362142 2.80660412 2.33466044 2.4016683  2.41694198]
74,[3.00864821 2.40502318 2.37340435 2.42455628 2.40843968]
75,[2.52910242 2.53774233 2.44922193 2.34790154 2.44144397]
76,[2.30708469 2.33807216 2.34001242 2.3032177 ]
77,[2.38690566 2.42259127 2.36280222 2.41061163]
78,"[2.41694198 3.15467203 2.46420085 3.01841333 2.73972525 2.36238784
 2.99397092]"
79,[2.42287514 2.37777484 2.30509312 2.33416039]
80,[2.48023113 2.40562415 2.48611189]
81,[2.39103305 2.35189222 2.40516732 2.38690566]
82,[2.31597559 2.33801811 2.33652628 2.31887225]
83,[2.35481905 2.38250856 2.36092841 2.37340435]
84,[2.43991054 2.42150277 2.68781154 2.45269505 2.51898353]
85,"[3.23368357 2.45967083 3.9119661  2.4016683  4.01891281 3.84303926
 3.01131954 3.19531242 4.07294574 3.8206388  2.39582263 3.67273044
 3.0922523  4.01237829 3.44830405 3.751814   3.2470109  2.71997529]"
86,[2.40630553 2.39773539 2.40383258 2.33801811]
87,[2.42124195 2.38500202 2.41262161 2.42259127]
88,[2.37480044 2.33149207 2.36291887 2.37282491]
89,[2.42563809 2.34350049 2.36558183 2.40091044]
90,[2.48611189 2.41303367 2.48720797 2.42287514]
91,[2.48102808 2.37282491 2.50643342 2.46392465]
92,[2.39929148 2.3167336  2.49086065 2.35585906]
93,[2.40413481 2.34209795 2.42037573 2.31567432]
94,[2.35045284 2.35589716 2.36256681 2.37740105]
95,[2.31288006 2.33807216 2.38349324 2.35481905]
96,[2.34856647 2.44218777 2.34826936 2.335438  ]
97,[2.46162416 2.38949191 2.33149207 2.92158045 2.43847798]
98,[2.3184208  2.30509312 2.29384784 2.33885013]
99,[2.428244   2.87341831 2.60481267 2.35909426 2.39204532 2.39338711]
