,length
0,[2.3799989  2.39747201 2.39898857 2.39518086]
1,[2.39898857 2.39518086 2.39747201 2.3799989 ]
2,[2.39518086 2.39898857 2.3799989  2.39747201]
3,[2.39747201 2.3799989  2.39518086 2.39898857]
4,[2.3799989  2.39898857 2.39518086 2.39747201]
5,[2.39747201 2.39898857 2.39518086 2.3799989 ]
6,[2.39518086 2.39898857 2.3799989  2.39747201]
7,[2.39747201 2.3799989  2.39518086 2.39898857]
8,[2.3799989  2.39898857 2.39747201 2.39518086]
9,[2.39747201 2.39898857 2.3799989  2.39518086]
10,[2.39518086 2.39898857 2.3799989  2.39747201]
11,[2.39518086 2.39747201 2.3799989  2.39898857]
12,[2.39518086 2.39898857 2.39747201 2.3799989 ]
13,[2.3799989  2.39747201 2.39518086 2.39898857]
14,[2.39747201 2.3799989  2.39898857 2.39518086]
15,[2.39898857 2.39518086 2.3799989  2.39747201]
16,[2.39747201 2.39518086 2.39898857 2.3799989 ]
17,[2.3799989  2.39518086 2.39898857 2.39747201]
18,[2.39747201 2.3799989  2.39898857 2.39518086]
19,[2.39898857 2.39518086 2.3799989  2.39747201]
20,[2.39518086 2.39747201 2.39898857 2.3799989 ]
21,[2.39518086 2.3799989  2.39898857 2.39747201]
22,[2.39747201 2.3799989  2.39898857 2.39518086]
23,[2.39898857 2.3799989  2.39747201 2.39518086]
24,[2.37567348 2.32914012 2.36664033 2.36970463]
25,[2.36970463 2.36664033 2.37567348 2.32914012]
26,[2.36664033 2.36970463 2.32914012 2.37567348]
27,[2.32914012 2.37567348 2.36970463 2.36664033]
28,[2.37567348 2.36664033 2.32914012 2.36970463]
29,[2.36970463 2.32914012 2.36664033 2.37567348]
30,[2.36664033 2.37567348 2.36970463 2.32914012]
31,[2.32914012 2.36970463 2.37567348 2.36664033]
32,[2.37567348 2.36664033 2.36970463 2.32914012]
33,[2.36970463 2.36664033 2.37567348 2.32914012]
34,[2.32914012 2.36664033 2.37567348 2.36970463]
35,[2.32914012 2.36970463 2.37567348 2.36664033]
36,[2.36970463 2.36664033 2.32914012 2.37567348]
37,[2.32914012 2.37567348 2.36664033 2.36970463]
38,[2.37567348 2.32914012 2.36970463 2.36664033]
39,[2.36664033 2.36970463 2.37567348 2.32914012]
40,[2.36970463 2.32914012 2.36664033 2.37567348]
41,[2.37567348 2.36664033 2.32914012 2.36970463]
42,[2.32914012 2.36970463 2.37567348 2.36664033]
43,[2.36664033 2.37567348 2.36970463 2.32914012]
44,[2.32914012 2.36970463 2.36664033 2.37567348]
45,[2.32914012 2.37567348 2.36664033 2.36970463]
46,[2.36970463 2.37567348 2.36664033 2.32914012]
47,[2.36664033 2.37567348 2.36970463 2.32914012]
48,[2.39000336 2.39898857 2.36544311 2.39148895]
49,[2.36544311 2.39148895 2.39000336 2.39898857]
50,[2.39148895 2.36544311 2.39898857 2.39000336]
51,[2.39898857 2.39000336 2.39148895 2.36544311]
52,[2.39000336 2.39148895 2.39898857 2.36544311]
53,[2.36544311 2.39898857 2.39148895 2.39000336]
54,[2.39148895 2.39000336 2.36544311 2.39898857]
55,[2.39898857 2.36544311 2.39000336 2.39148895]
56,[2.39000336 2.36544311 2.39148895 2.39898857]
57,[2.36544311 2.39000336 2.39898857 2.39148895]
58,[2.39148895 2.39898857 2.39000336 2.36544311]
59,[2.39898857 2.39148895 2.36544311 2.39000336]
60,[2.39148895 2.36544311 2.39898857 2.39000336]
61,[2.39898857 2.39000336 2.39148895 2.36544311]
62,[2.39000336 2.39898857 2.36544311 2.39148895]
63,[2.36544311 2.39148895 2.39000336 2.39898857]
64,[2.36544311 2.39898857 2.39148895 2.39000336]
65,[2.39000336 2.39148895 2.39898857 2.36544311]
66,[2.39898857 2.36544311 2.39000336 2.39148895]
67,[2.39148895 2.39000336 2.36544311 2.39898857]
68,[2.39898857 2.39148895 2.36544311 2.39000336]
69,[2.39148895 2.39898857 2.39000336 2.36544311]
70,[2.36544311 2.39000336 2.39898857 2.39148895]
71,[2.39000336 2.36544311 2.39148895 2.39898857]
72,[2.38284091 2.36664033 2.39747201 2.45330151]
73,[2.39747201 2.45330151 2.38284091 2.36664033]
74,[2.45330151 2.39747201 2.36664033 2.38284091]
75,[2.36664033 2.38284091 2.45330151 2.39747201]
76,[2.38284091 2.45330151 2.36664033 2.39747201]
77,[2.39747201 2.36664033 2.45330151 2.38284091]
78,[2.45330151 2.38284091 2.39747201 2.36664033]
79,[2.36664033 2.39747201 2.38284091 2.45330151]
80,[2.38284091 2.39747201 2.45330151 2.36664033]
81,[2.39747201 2.38284091 2.36664033 2.45330151]
82,[2.45330151 2.36664033 2.38284091 2.39747201]
83,[2.36664033 2.45330151 2.39747201 2.38284091]
84,[2.45330151 2.39747201 2.36664033 2.38284091]
85,[2.36664033 2.38284091 2.45330151 2.39747201]
86,[2.38284091 2.36664033 2.39747201 2.45330151]
87,[2.39747201 2.45330151 2.38284091 2.36664033]
88,[2.39747201 2.36664033 2.45330151 2.38284091]
89,[2.38284091 2.45330151 2.36664033 2.39747201]
90,[2.36664033 2.39747201 2.38284091 2.45330151]
91,[2.45330151 2.38284091 2.39747201 2.36664033]
92,[2.36664033 2.45330151 2.39747201 2.38284091]
93,[2.45330151 2.36664033 2.38284091 2.39747201]
94,[2.39747201 2.38284091 2.36664033 2.45330151]
95,[2.38284091 2.39747201 2.45330151 2.36664033]
96,[2.38284091 2.39000336 2.37066506 2.37567348]
97,[2.37066506 2.37567348 2.38284091 2.39000336]
98,[2.37567348 2.37066506 2.39000336 2.38284091]
99,[2.39000336 2.38284091 2.37567348 2.37066506]
100,[2.37066506 2.38284091 2.39000336 2.37567348]
101,[2.37567348 2.38284091 2.39000336 2.37066506]
102,[2.37066506 2.37567348 2.39000336 2.38284091]
103,[2.39000336 2.38284091 2.37567348 2.37066506]
104,[2.37066506 2.38284091 2.39000336 2.37567348]
105,[2.38284091 2.37066506 2.37567348 2.39000336]
106,[2.37567348 2.39000336 2.37066506 2.38284091]
107,[2.39000336 2.37567348 2.38284091 2.37066506]
108,[2.37567348 2.37066506 2.39000336 2.38284091]
109,[2.39000336 2.38284091 2.37567348 2.37066506]
110,[2.38284091 2.39000336 2.37066506 2.37567348]
111,[2.37066506 2.37567348 2.38284091 2.39000336]
112,[2.37567348 2.39000336 2.38284091 2.37066506]
113,[2.37066506 2.39000336 2.38284091 2.37567348]
114,[2.38284091 2.39000336 2.37567348 2.37066506]
115,[2.37066506 2.37567348 2.38284091 2.39000336]
116,[2.37567348 2.39000336 2.38284091 2.37066506]
117,[2.39000336 2.37567348 2.37066506 2.38284091]
118,[2.38284091 2.37066506 2.39000336 2.37567348]
119,[2.37066506 2.38284091 2.37567348 2.39000336]
120,[2.36544311 2.36970463 2.33074824 2.37029179]
121,[2.37029179 2.36544311 2.33074824 2.36970463]
122,[2.37029179 2.36970463 2.33074824 2.36544311]
123,[2.33074824 2.36970463 2.36544311 2.37029179]
124,[2.36970463 2.37029179 2.36544311 2.33074824]
125,[2.36544311 2.33074824 2.37029179 2.36970463]
126,[2.37029179 2.36970463 2.33074824 2.36544311]
127,[2.33074824 2.36544311 2.36970463 2.37029179]
128,[2.37029179 2.36544311 2.36970463 2.33074824]
129,[2.36544311 2.37029179 2.33074824 2.36970463]
130,[2.36970463 2.33074824 2.37029179 2.36544311]
131,[2.33074824 2.36970463 2.36544311 2.37029179]
132,[2.37029179 2.33074824 2.36970463 2.36544311]
133,[2.36970463 2.33074824 2.36544311 2.37029179]
134,[2.36544311 2.33074824 2.36970463 2.37029179]
135,[2.37029179 2.36544311 2.36970463 2.33074824]
136,[2.33074824 2.36544311 2.37029179 2.36970463]
137,[2.36970463 2.37029179 2.33074824 2.36544311]
138,[2.36544311 2.33074824 2.36970463 2.37029179]
139,[2.37029179 2.36970463 2.36544311 2.33074824]
140,[2.33074824 2.36970463 2.36544311 2.37029179]
141,[2.36970463 2.33074824 2.37029179 2.36544311]
142,[2.36544311 2.37029179 2.33074824 2.36970463]
143,[2.37029179 2.36544311 2.36970463 2.33074824]
144,[2.37029179 2.39518086 2.45330151 2.38459243]
145,[2.45330151 2.38459243 2.39518086 2.37029179]
146,[2.38459243 2.45330151 2.37029179 2.39518086]
147,[2.39518086 2.37029179 2.38459243 2.45330151]
148,[2.37029179 2.45330151 2.38459243 2.39518086]
149,[2.39518086 2.45330151 2.38459243 2.37029179]
150,[2.38459243 2.45330151 2.37029179 2.39518086]
151,[2.39518086 2.37029179 2.38459243 2.45330151]
152,[2.37029179 2.45330151 2.39518086 2.38459243]
153,[2.39518086 2.45330151 2.37029179 2.38459243]
154,[2.38459243 2.45330151 2.37029179 2.39518086]
155,[2.38459243 2.39518086 2.37029179 2.45330151]
156,[2.38459243 2.45330151 2.39518086 2.37029179]
157,[2.37029179 2.39518086 2.38459243 2.45330151]
158,[2.39518086 2.37029179 2.45330151 2.38459243]
159,[2.45330151 2.38459243 2.37029179 2.39518086]
160,[2.39518086 2.38459243 2.45330151 2.37029179]
161,[2.37029179 2.38459243 2.45330151 2.39518086]
162,[2.39518086 2.37029179 2.45330151 2.38459243]
163,[2.45330151 2.38459243 2.37029179 2.39518086]
164,[2.38459243 2.39518086 2.45330151 2.37029179]
165,[2.38459243 2.37029179 2.45330151 2.39518086]
166,[2.39518086 2.37029179 2.45330151 2.38459243]
167,[2.45330151 2.37029179 2.39518086 2.38459243]
168,[2.41377121 2.38459243 2.41377121 2.39148895]
169,[2.39148895 2.41377121 2.41377121 2.38459243]
170,[2.41377121 2.39148895 2.38459243 2.41377121]
171,[2.38459243 2.41377121 2.39148895 2.41377121]
172,[2.38459243 2.41377121 2.41377121 2.39148895]
173,[2.39148895 2.41377121 2.41377121 2.38459243]
174,[2.41377121 2.38459243 2.39148895 2.41377121]
175,[2.41377121 2.39148895 2.38459243 2.41377121]
176,[2.41377121 2.41377121 2.39148895 2.38459243]
177,[2.39148895 2.41377121 2.41377121 2.38459243]
178,[2.38459243 2.41377121 2.39148895 2.41377121]
