,length
179,[2.38459243 2.41377121 2.39148895 2.41377121]
180,[2.39148895 2.41377121 2.38459243 2.41377121]
181,[2.38459243 2.41377121 2.41377121 2.39148895]
182,[2.41377121 2.38459243 2.39148895 2.41377121]
183,[2.41377121 2.39148895 2.41377121 2.38459243]
184,[2.39148895 2.41377121 2.41377121 2.38459243]
185,[2.38459243 2.41377121 2.41377121 2.39148895]
186,[2.41377121 2.39148895 2.38459243 2.41377121]
187,[2.41377121 2.38459243 2.39148895 2.41377121]
188,[2.38459243 2.39148895 2.41377121 2.41377121]
189,[2.38459243 2.41377121 2.41377121 2.39148895]
190,[2.41377121 2.39148895 2.41377121 2.38459243]
191,[2.41377121 2.39148895 2.41377121 2.38459243]
192,[2.32914012 2.31507892 2.31507892 2.33074824]
193,[2.31507892 2.33074824 2.31507892 2.32914012]
194,[2.33074824 2.31507892 2.32914012 2.31507892]
195,[2.31507892 2.32914012 2.33074824 2.31507892]
196,[2.32914012 2.31507892 2.31507892 2.33074824]
197,[2.33074824 2.31507892 2.31507892 2.32914012]
198,[2.31507892 2.32914012 2.33074824 2.31507892]
199,[2.31507892 2.33074824 2.32914012 2.31507892]
200,[2.32914012 2.31507892 2.31507892 2.33074824]
201,[2.31507892 2.31507892 2.32914012 2.33074824]
202,[2.33074824 2.31507892 2.32914012 2.31507892]
203,[2.33074824 2.31507892 2.32914012 2.31507892]
204,[2.33074824 2.31507892 2.31507892 2.32914012]
205,[2.32914012 2.31507892 2.33074824 2.31507892]
206,[2.31507892 2.32914012 2.31507892 2.33074824]
207,[2.31507892 2.33074824 2.32914012 2.31507892]
208,[2.33074824 2.31507892 2.31507892 2.32914012]
209,[2.32914012 2.31507892 2.31507892 2.33074824]
210,[2.31507892 2.33074824 2.32914012 2.31507892]
211,[2.31507892 2.32914012 2.33074824 2.31507892]
212,[2.33074824 2.31507892 2.31507892 2.32914012]
213,[2.33074824 2.32914012 2.31507892 2.31507892]
214,[2.31507892 2.32914012 2.31507892 2.33074824]
215,[2.31507892 2.32914012 2.31507892 2.33074824]
216,[2.3799989 2.3799989 2.3341113 2.3799989]
217,[2.3341113 2.3799989 2.3799989 2.3799989]
218,[2.3799989 2.3341113 2.3799989 2.3799989]
219,[2.3799989 2.3799989 2.3799989 2.3341113]
220,[2.3799989 2.3341113 2.3799989 2.3799989]
221,[2.3799989 2.3799989 2.3799989 2.3341113]
222,[2.3799989 2.3799989 2.3341113 2.3799989]
223,[2.3341113 2.3799989 2.3799989 2.3799989]
224,"[2.3341113  3.80322928 3.80322928 3.80322928 2.37066506 3.92038429
 2.37066506 3.92038429 3.88913408 3.62397637 2.37066506 3.92038429
 3.88913408 3.62397637 3.88913408 3.62397637]"
225,"[3.88913408 3.62397637 2.37066506 3.92038429 3.88913408 3.62397637
 2.37066506 3.92038429 2.3341113  3.80322928 3.80322928 3.80322928
 3.88913408 3.62397637 2.37066506 3.92038429]"
226,"[3.88913408 3.62397637 2.37066506 3.92038429 3.88913408 3.62397637
 2.37066506 3.92038429 3.88913408 3.62397637 2.3341113  3.80322928
 3.80322928 3.80322928 2.37066506 3.92038429]"
227,"[3.88913408 3.62397637 2.37066506 3.92038429 2.37066506 3.92038429
 2.3341113  3.80322928 3.80322928 3.80322928 3.88913408 3.62397637
 3.88913408 3.62397637 2.37066506 3.92038429]"
228,"[3.88913408 3.62397637 3.88913408 3.62397637 2.37066506 3.92038429
 3.88913408 3.62397637 2.37066506 3.92038429 2.37066506 3.92038429
 2.3341113  3.80322928 3.80322928 3.80322928]"
229,"[2.37066506 3.92038429 3.88913408 3.62397637 2.3341113  3.80322928
 3.80322928 3.80322928 2.37066506 3.92038429 3.88913408 3.62397637
 2.37066506 3.92038429 3.88913408 3.62397637]"
230,"[2.37066506 3.92038429 2.3341113  3.80322928 3.80322928 3.80322928
 3.88913408 3.62397637 2.37066506 3.92038429 3.88913408 3.62397637
 2.37066506 3.92038429 3.88913408 3.62397637]"
231,"[2.37066506 3.92038429 3.88913408 3.62397637 3.88913408 3.62397637
 2.3341113  3.80322928 3.80322928 3.80322928 2.37066506 3.92038429
 2.37066506 3.92038429 3.88913408 3.62397637]"
