,length
0,"[2.43559609 2.43559609 2.43559609 2.43559101 2.9750155  2.43559101
 2.43559609 2.9750155 ]"
1,"[2.43559609 2.43559609 2.43559101 2.43559609 2.43559609 2.9750155
 2.9750155  2.43559101]"
