,length
0,[2.10969676 1.89700721 1.89700721 2.10969676]
1,[1.89700721 2.10969676 2.10969676 1.89700721]
2,[1.93528554 2.00853355 2.00853355 1.93528554]
3,[2.00853355 1.93528554 1.93528554 2.00853355]
