,length
0,[2.19355245 2.25442124 2.23468917 2.25818722 2.24082835 2.19855302]
1,[2.19858283 2.24084414 2.25812693 2.23475591 2.25434347 2.19350622]
2,[2.19407414 2.25427642 2.23516381 2.25781389 2.24074231 2.19804498]
3,[2.19820125 2.24077592 2.25794948 2.23497443 2.25434912 2.19393264]
