,length
0,"[2.92627431 1.90558737 1.90654512 2.87494332 1.90654512 1.90558737
 2.87494332 2.92627431]"
1,"[1.90654512 1.90558737 2.92627431 2.87494332 2.92627431 1.90558737
 2.87494332 1.90654512]"
