,length
0,[2.27796818 1.97428116 1.93317374 1.95693836 2.11679184 2.23555565]
1,[1.93317374 1.97428116 2.27796818 2.23555565 2.11679184 1.95693836]
2,[2.23555565 2.11679184 1.95693836 1.93317374 1.97428116 2.27796818]
3,[1.95693836 2.11679184 2.23555565 2.27796818 1.97428116 1.93317374]
