,length
0,"[2.8543306  2.20124447 2.89212646 2.87255722 2.20189119 2.9096312
 2.27712377 2.8178265  2.82373364 2.7861238  2.25366731 2.81598424
 2.54031076 2.50674783]"
1,"[2.27712377 2.82373364 2.8178265  2.20189119 2.9096312  2.89212646
 2.20124447 2.87255722 2.8543306  2.50674783 2.54031076 2.25366731
 2.81598424 2.7861238 ]"
2,"[2.50674783 2.54031076 2.25366731 2.81598424 2.7861238  2.27712377
 2.82373364 2.8178265  2.20189119 2.9096312  2.89212646 2.87255722
 2.20124447 2.8543306 ]"
3,"[2.7861238  2.25366731 2.81598424 2.54031076 2.50674783 2.8543306
 2.87255722 2.20124447 2.89212646 2.20189119 2.9096312  2.27712377
 2.82373364 2.8178265 ]"
