,length
0,[2.39416761 2.39489657 2.30595716 2.16139335 2.37136201]
1,[2.30595716 2.16139335 2.37136201 2.39416761 2.39489657]
2,[2.37136201 2.16139335 2.30595716 2.39489657 2.39416761]
3,[2.39489657 2.39416761 2.37136201 2.16139335 2.30595716]
