,length
0,"[3.75580865 3.10026537 2.08058949 3.8613972  3.52847838 2.08038883
 3.52811923 2.26829784 3.65479324 3.75516879 3.10036079 3.75568813
 3.65605394 2.26854224 3.09994118 2.0807211  3.52889776 2.99836278
 3.73339781 3.86036449 3.73318408 2.08054812 3.52833937 2.99777397
 3.75596659 3.10002361]"
1,"[2.0807753  2.99777397 3.86173059 3.52911648 3.65525043 2.26750766
 3.75533106 3.10015658 2.99836278 3.75658906 3.65568377 3.10013401
 3.85988737 2.08041215 3.52794161 3.73219854 3.73439141 2.08065616
 3.52877215 3.75491285 3.10008567 3.7558405  2.2693847  3.10019962
 2.0804385  3.52801346]"
2,"[2.03027103 3.54596149 3.68717012 2.99658919 3.10019962 3.743969
 3.5454793  3.81144317 2.03021376 3.74404135 3.72211251 2.2826075
 3.09994118 3.74473389 2.99676471 3.10036079 2.03048934 3.68591945
 3.54555038 3.74481888 3.10015658 3.72341385 2.28383914 3.81121094
 2.03014614 3.54518042]"
3,"[3.74397351 3.10002361 2.03057903 3.54514306 3.74522592 3.10008567
 2.28358395 3.72320446 2.03077694 3.81124779 3.68590632 3.54569267
 2.99676471 2.03050962 3.54555996 3.10013401 3.74339815 3.81161951
 3.54621312 2.03063837 3.68709898 2.2826038  3.74465022 3.72242168
 3.10026537 2.99658919]"
