,length
0,"[3.79746065 3.84718354 3.45554563 2.99969024 2.32071282 3.07371344
 1.93118819 3.74920183 3.45567356 3.74914615 3.5924675  3.07397806
 1.93125362 3.67819598 3.8008826  2.38430671 3.18361974 2.98077168
 1.97710139 3.44893439 3.80108982 3.18394808 3.83895428 1.97697277
 3.44901291 3.77561346]"
1,[2.24255522 2.10301824 2.10339149 2.10235576 2.25306378 2.10247023]
2,"[1.95838797 3.76987287 3.07649911 3.83860456 3.49333828 3.77488199
 2.0088958  3.56745497 2.38217514 3.7352839  3.77178937 3.18361974
 3.67951017 2.91585176 3.5694813  2.21266042 3.07397806 1.96695013
 3.5952856  2.97435328 3.79641474 3.68934826 3.47533001 2.01412001
 3.89195432 3.11623422]"
3,"[2.00913491 3.56747008 3.73547497 2.38245015 2.97435328 3.77208666
 3.18394808 1.95855476 3.76953927 3.07627055 3.83877578 2.91585176
 3.49353625 3.77512012 3.68903634 3.47510783 3.79620733 2.01411322
 3.89200804 3.11648957 3.67948835 2.21238704 3.5693395  3.07371344
 1.96652787 3.5953157 ]"
