,length
0,[2.0422556  2.04225583 2.0724726  2.07247255]
1,[2.07247255 2.0724726  2.04225583 2.0422556 ]
2,[1.97388209 2.12167848 2.1216785  2.1216785  2.12167848 1.97388209]
3,[1.9738821  2.1216785  2.12167849 2.12167849 2.1216785  1.9738821 ]
