,angle
0,90.00000580024881
1,55.66669170904598
2,55.666685728354345
3,111.33337145670869
4,72.46206727335023
5,145.6666900316783
6,130.16699095977003
7,111.33338113050803
8,34.33330996832168
9,49.833009040229975
10,34.33331427164567
11,68.66662854329131
12,89.99999419975119
13,68.66661886949197
14,124.33330829095402
15,107.53793272664977
16,145.66668572835434
17,124.33331427164566
18,180.0
19,42.94080260066742
20,137.05920326254522
21,145.66669003167834
22,90.0000043231287
23,59.99999528322356
24,89.99999832263234
25,34.33330890117029
26,120.00000471677644
27,90.00000167736766
28,60.000002358388215
29,34.333309968321664
30,180.0
31,145.66669109882972
32,137.0591973993326
33,89.9999956768713
34,119.9999976416118
35,42.94079673745477
36,89.99999419975119
37,94.11840066187783
38,130.16699095977003
39,57.704923686419804
40,89.99999832263234
41,94.11839865332296
42,55.66668942146207
43,90.00000167736766
44,85.88160134667704
45,42.94080067333852
46,49.833009040229975
47,137.05919739933262
48,124.33331057853795
49,180.0
50,122.2950763135802
51,137.05919932666148
52,85.88159933812217
53,124.33330829095402
54,55.666685728354345
55,57.70492018083547
56,137.05920326254522
57,94.11840066187783
58,130.1669954358351
59,42.94079673745477
60,85.88159933812217
61,90.0
62,124.33331427164566
63,42.94079673745477
64,49.833004564164895
65,85.88159933812217
66,122.29507981916454
67,90.0
68,180.0
69,124.33331427164566
70,72.46206727335023
71,90.00000580024881
72,55.66669170904598
73,111.33338113050803
74,89.99999419975119
75,124.33330829095402
76,145.66668572835434
77,180.0
78,34.33330996832168
79,68.66661886949197
80,49.833009040229975
81,107.53793272664977
82,34.33331427164567
83,124.33331427164566
84,68.66662854329131
85,90.0000043231287
86,57.704923686419804
87,72.46207525499963
88,89.9999956768713
89,122.2950763135802
90,90.0
91,107.53793272664977
92,89.9999956768713
93,107.53792474500037
94,122.2950763135802
95,180.0
96,90.0
97,122.29507981916454
98,107.53793272664977
99,42.94080260066742
100,34.33330890117029
101,180.0
102,137.0591973993326
103,119.9999976416118
104,89.99999419975119
105,120.00000471677644
106,145.66669109882972
107,90.00000167736766
108,89.9999956768713
109,60.000002358388215
110,42.94079673745477
111,34.333309968321664
112,55.66668942146207
113,137.05919739933262
114,180.0
115,137.05919932666148
116,124.33330829095402
117,90.00000167736766
118,124.33331057853795
119,85.88160134667704
120,122.2950763135802
121,42.94080067333852
122,85.88159933812217
123,49.833009040229975
124,145.66669109882972
125,124.33331057853795
126,90.0
127,68.66661886949197
128,145.66669109882972
129,180.0
130,124.33331057853795
131,107.53792474500037
132,90.0
133,49.833004564164895
134,68.66661886949197
135,42.94080260066742
136,60.000002358388215
137,90.00000580024881
138,59.99999528322356
139,34.33330890117029
140,89.99999832263234
141,90.0000043231287
142,119.9999976416118
143,137.05920326254522
144,145.66669003167834
145,42.94080067333852
146,55.66669170904598
147,89.99999832263234
148,55.66668942146207
149,94.11839865332296
150,57.704923686419804
151,137.05919932666148
152,94.11840066187783
153,130.16699095977003
154,34.333314271645655
155,119.9999976416118
156,90.0
157,137.05919932666148
158,90.0
159,180.0
160,90.0
161,145.66668572835434
162,145.6666900316783
163,111.33338113050803
164,130.16699095977003
165,72.46206727335023
166,145.66668572835434
167,55.666685728354345
168,111.33337145670869
169,34.33330890117029
170,42.94080260066742
171,90.0000043231287
172,60.000002358388215
173,137.05920326254522
174,90.00000580024881
175,55.66668942146206
176,72.46207525499963
177,90.0
178,130.1669954358351
179,111.33338113050803
180,57.704923686419804
181,42.94080067333852
182,94.11840066187783
183,55.66669170904598
184,90.0
185,57.70492018083547
186,72.46206727335023
187,90.0
188,34.333314271645655
189,55.666685728354345
