,length
0,[1.9635409  1.92032546 1.9635409  1.96601558 2.28073035]
1,[1.9635409  2.28073035 1.9635409  1.96601558 1.92032546]
2,[1.9635409  1.92032546 2.28073035 1.96601558 1.9635409 ]
3,[1.9635409  1.9635409  1.96601558 2.28073035 1.92032546]
