,length
0,[1.9439989  2.05284823 1.9610167  1.9403438 ]
1,[1.95871141 1.88126483 2.43820859 1.93278186 2.46572356 1.88684856]
2,[1.96231238 2.06947206 1.924535   2.01684047]
3,[1.88684856 2.46572356 1.93278186 2.43820859 1.88126483 1.95871141]
4,[2.01684047 1.924535   2.06947206 1.96231238]
5,[1.9403438  1.9610167  2.05284823 1.9439989 ]
