,length
0,"[2.60190905 3.66661534 3.49748937 4.32903827 4.33362696 3.6767162
 2.60892754 3.51466543 2.60752814 4.33956302 3.6752234  4.32886044
 3.49727434 2.60170345 3.66662354 2.60736007 4.33933184 3.67498138
 2.60878808 4.33349273 3.67652963]"
1,"[4.33360372 3.67626442 2.60836652 4.33878353 2.60742468 3.67474997
 2.60228593 3.66728803 3.49727434 4.32948669 4.33888156 2.60742069
 3.67477139 3.51466543 2.6084217  4.33352563 3.67629826 4.32952403
 3.49748937 2.60237631 3.66731381]"
