,length
0,"[2.33237739 2.84180716 2.44687831 2.37048579 2.33237739 2.84180716
 2.34888379 2.44687831 2.33345521]"
1,"[2.44687831 2.84180716 2.33237739 2.44687831 2.33345521 2.34888379
 2.84180716 2.33237739 2.37048579]"
2,"[2.84180716 2.33237739 2.44687831 2.84180716 2.33237739 2.37048579
 2.33345521 2.44687831 2.34888379]"
3,"[2.44687831 2.33237739 2.84180716 2.34888379 2.44687831 2.33345521
 2.33237739 2.37048579 2.84180716]"
