,length
0,[1.86712302 1.86712302 1.86712302 1.86712302]
1,[1.86712302 1.86712302 1.86712302 1.86712302]
2,[1.89050889 1.89050889 2.54136988 1.89970901 1.89970901 2.53818699]
3,[1.89050889 1.89050889 2.54136988 1.89970901 1.89970901 2.53818699]
4,[1.89970901 1.89970901 2.53818699 1.89050889 1.89050889 2.54136988]
5,[1.89970901 1.89970901 2.53818699 1.89050889 1.89050889 2.54136988]
