,length
0,[2.15879587 2.20534361 2.12150561 2.20534361 2.12150561 2.15879587]
1,[2.12150561 2.20534361 2.15879587 2.15879587 2.12150561 2.20534361]
2,[2.15879587 2.12150561 2.20534361 2.12150561 2.20534361 2.15879587]
3,[2.20534361 2.12150561 2.15879587 2.15879587 2.20534361 2.12150561]
