,length
0,"[2.03357548 2.03357548 2.72513989 2.03357527 2.03357548 2.03357527
 2.03357548 2.72513989]"
1,"[2.07827044 2.07827064 2.07827044 2.06286415 2.06286415 2.06286437
 2.72513989]"
2,"[2.06286415 2.06286437 2.72513989 2.06286415 2.07827044 2.07827044
 2.07827064]"
