,length
0,"[2.03858658 2.03858658 2.03858658 2.03858648 2.644418   2.03858648
 2.03858658 2.644418  ]"
1,"[2.03858658 2.03858658 2.03858648 2.03858658 2.03858658 2.644418
 2.644418   2.03858648]"
