,length
0,"[1.92713482 2.02101083 2.02101823 1.92713482 2.02101083 2.66778562
 1.92713075]"
1,[1.96479575 1.96479575 1.96479584 1.96479575 1.96479575 1.96479584]
2,[1.96479575 1.96479575 1.96479575 1.96479584 1.96479584 1.96479575]
3,"[1.92713482 2.02101083 1.92713482 2.02101823 1.92713075 2.02101083
 2.66778562]"
4,"[2.02101083 1.92713482 1.92713075 2.02101083 1.92713482 2.02101823
 2.66778562]"
5,"[2.02101083 1.92713482 2.02101083 1.92713075 2.02101823 2.66778562
 1.92713482]"
