,angle
0,91.35756145517296
1,91.3574425774504
2,95.28175155606812
3,170.13212271253724
4,121.43296397309645
5,95.28189261104973
6,81.17456366629796
7,170.13212271253724
8,81.17473677006498
9,48.699158742587315
10,91.35779522740486
11,91.3574425774504
12,81.17456366629796
13,48.69934309890772
14,170.13238092079663
15,91.35756145517297
16,121.43296397309648
17,95.28189261104976
18,48.69915874258732
19,91.35779522740488
20,121.43303782188892
21,89.91114263901393
22,89.9111374421589
23,90.08885736098607
24,179.99999879258172
25,90.08886255784108
26,90.08886255784108
27,179.99999879258172
28,90.08885736098607
29,89.9111374421589
30,89.91113744215892
31,90.08886255784108
32,180.0
33,89.91114263901393
34,90.08886255784108
35,89.91113744215892
36,89.91114263901392
37,90.08885736098608
38,89.91113744215889
39,90.08886255784111
40,179.99999879258172
41,179.99999879258172
42,90.08886255784111
43,89.91113744215889
44,90.08885736098608
45,89.9111374421589
46,90.08886255784111
47,89.91114263901392
48,180.0
49,90.08886255784111
50,89.9111374421589
51,91.35756145517296
52,95.28175155606812
53,91.3574425774504
54,95.28189261104973
55,170.13212271253724
56,121.43296397309645
57,170.13212271253724
58,81.17456366629796
59,91.35779522740486
60,81.17473677006498
61,48.699158742587315
62,91.3574425774504
63,95.28189261104976
64,91.35756145517297
65,121.43296397309648
66,170.13238092079663
67,81.17456366629796
68,48.69934309890772
69,91.35779522740488
70,121.43303782188892
71,48.69915874258732
72,91.35756145517296
73,91.35779522740485
74,81.17473677006498
75,170.1321227125372
76,81.17456366629796
77,48.699158742587315
78,95.28189261104976
79,170.1321227125372
80,95.28175155606812
81,91.35744257745039
82,121.43296397309645
83,91.35779522740488
84,95.28189261104977
85,170.13238092079655
86,121.43303782188892
87,91.35756145517296
88,81.17456366629796
89,48.69915874258732
90,91.35744257745039
91,121.43296397309645
92,48.69934309890772
93,91.35756145517296
94,81.17473677006498
95,91.35779522740486
96,81.17456366629796
97,48.699158742587315
98,170.13212271253724
99,170.13212271253724
100,95.28189261104973
101,91.3574425774504
102,121.43296397309645
103,95.28175155606812
104,91.35779522740488
105,81.17456366629796
106,48.69915874258732
107,91.35756145517297
108,170.13238092079658
109,121.43303782188892
110,95.28189261104976
111,48.69934309890772
112,91.3574425774504
113,121.43296397309648
