,length
0,[2.071524   2.07108809 2.06518089 2.06581157 2.07149646 2.07109424]
1,[2.065873   2.07100024 2.07088967 2.07173744 2.07163776 2.0650889 ]
2,[2.07149076 2.07205398 2.06547475 2.06551809 2.07052637 2.07113631]
3,[2.06505541 2.07156337 2.07124477 2.07137717 2.0710821  2.06591289]
