,length
0,[2.0077245 2.0077245 1.9885849 1.9885849]
1,[2.0077245 2.0077245 1.9885849 1.9885849]
2,[1.9885849 1.9885849 2.0077245 2.0077245]
3,[1.9885849 1.9885849 2.0077245 2.0077245]
