,length
0,[2.23762672 1.95027565 1.95027565 2.23763414 1.9330347  1.9330347 ]
1,[1.95027565 2.23763498 2.23762672 1.95027565 1.9330347  1.9330347 ]
2,[1.9191658  1.91917308 2.11669884 2.10043   ]
3,[2.11669884 1.91916426 1.91917308 2.10043   ]
