,length
0,"[2.57290811 2.57290811 2.58611304 2.58611302 2.57290813 3.115178
 2.58611302 3.115178  ]"
1,"[2.58611302 2.57290813 2.58611302 2.57290811 2.57290811 3.115178
 2.58611304 3.115178  ]"
2,"[2.58254096 2.57930497 2.57929456 2.58254611 2.57929981 2.58253571
 3.115178   3.115178  ]"
3,"[2.58253571 2.58254611 2.57929981 2.57929456 2.58254096 3.115178
 2.57930497 3.115178  ]"
4,"[2.58254611 2.57929981 2.58253571 2.58254096 2.57930497 3.115178
 2.57929456 3.115178  ]"
5,"[2.57929456 2.58254096 2.57930497 2.58253571 2.58254611 3.115178
 2.57929981 3.115178  ]"
