,length
0,"[2.57291957 2.57290912 2.58100913 2.58101443 2.57291425 3.1047785
 2.58100402 3.1047785 ]"
1,"[2.58100402 2.57291425 2.58101443 2.58100913 2.57290912 3.1047785
 2.57291957 3.1047785 ]"
2,"[2.58100913 2.57290912 2.57291957 2.58100402 2.57291425 2.58101443
 3.1047785  3.1047785 ]"
3,"[2.58101443 2.57291425 2.58100402 2.57291957 2.57290912 3.1047785
 3.1047785  2.58100913]"
4,"[2.57440088 2.57440088 2.57440079 2.57440088 2.57440079 3.1047785
 2.57440088 3.1047785 ]"
5,"[2.57440088 2.57440079 2.57440088 2.57440088 2.57440088 3.1047785
 3.1047785  2.57440079]"
