,length
0,"[2.57466288 2.58819614 2.57465257 2.57465779 2.58820121 3.1218185
 2.58819095 3.1218185 ]"
1,"[2.57465779 2.58820121 2.58819095 2.57466288 2.58819614 2.57465257
 3.1218185  3.1218185 ]"
2,"[2.58108963 2.58266508 2.58109993 2.58109482 2.5826599  3.1218185
 2.58267019 3.1218185 ]"
3,"[2.58109482 2.5826599  2.58267019 2.58108963 2.58266508 2.58109993
 3.1218185  3.1218185 ]"
4,"[2.57510934 2.57510934 2.5703743  2.57037424 2.5751094  3.1218185
 2.57037424 3.1218185 ]"
5,"[2.57037424 2.5751094  2.57037424 2.57510934 2.57510934 3.1218185
 2.5703743  3.1218185 ]"
