,length
0,[2.05407122 2.2028595  2.2028595  2.11017352 2.11017352 2.05407122]
1,[2.20285303 2.20285271 2.05406773 2.05406773 2.1101665  2.11016095]
2,[2.11016095 2.1101665  2.05406773 2.05406773 2.20285271 2.20285303]
3,[2.11016095 2.1101665  2.05406773 2.05406773 2.20285271 2.20285303]
4,[2.05407122 2.11017352 2.11017352 2.2028595  2.2028595  2.05407122]
5,[2.05406274 2.1101665  2.1101665  2.2028595  2.2028595  2.05406274]
6,[2.20285303 2.20285271 2.05406773 2.05406773 2.1101665  2.11016095]
7,[2.05406274 2.2028595  2.2028595  2.1101665  2.1101665  2.05406274]
