,length
0,"[1.97334603 2.43815755 3.35268296 3.32858218 3.51594389 3.32417061
 3.03448234 1.94699786 2.84627153 3.02106172 1.94439589 2.83739922
 3.49292347 3.31484264 3.34508725 3.38429289 1.97296396 2.42075616]"
1,"[3.03448234 1.94699786 2.84627153 3.51594389 3.32417061 3.35268296
 3.32858218 1.97334603 2.43815755 1.97296396 2.42075616 3.38429289
 3.34508725 3.49292347 3.31484264 3.02106172 1.94439589 2.83739922]"
2,[2.00270297 1.94404526 1.98076634 1.94894136]
3,[1.94404526 2.00270297 1.94894136 1.98076634]
4,[1.95625277 2.00939053 1.95601564 2.03140939]
5,[2.00939053 1.95625277 2.03140939 1.95601564]
