,length
0,[1.99108205 2.0052949  1.99108205 2.0052949 ]
1,[1.99108205 2.0052949  1.99108205 2.0052949 ]
2,[2.0052949  1.99108205 2.0052949  1.99108205]
3,[1.86156209 1.88136919]
4,[1.88136919 1.86156209]
5,[1.86156209 1.88136919]
6,[1.88136919 1.86156209]
7,[2.0052949  1.99108205 2.0052949  1.99108205]
