,length
0,"[3.30512236 3.61614477 3.54040971 2.04888332 3.30512236 3.40245717
 3.61614477 3.54040971 2.71210596 3.06557525 2.1194563  2.71210596
 3.06557525 3.22350989 2.07983587 3.31870513 3.22350989 2.07983587
 2.49755251 2.49755251]"
1,"[3.06557525 2.71210596 3.06557525 2.1194563  2.71210596 3.54040971
 3.61614477 3.30512236 3.54040971 3.40245717 3.61614477 2.04888332
 3.30512236 2.49755251 2.49755251 2.07983587 3.22350989 3.31870513
 2.07983587 3.22350989]"
