,length
0,[1.3997119  1.44467235 1.44912354]
1,[1.44467235 1.3997119  1.44912354]
2,[1.61207668 1.53044452 1.52950617 1.60770433]
3,[1.61207668 1.60770433 1.52950617 1.53044452]
4,[1.53044452 1.52950617 1.60770433 1.61207668]
5,[1.52950617 1.53044452 1.60770433 1.61207668]
6,[1.52950617 1.53044452 1.60770433 1.61207668]
7,[1.53044452 1.52950617 1.60770433 1.61207668]
8,[1.61207668 1.52950617 1.60770433 1.53044452]
9,[1.61207668 1.53044452 1.60770433 1.52950617]
10,[1.52950617 1.4355503  1.38725098]
11,[1.52950617 1.38725098 1.4355503 ]
12,[1.4355503  1.38725098 1.52950617]
13,[1.38725098 1.4355503  1.52950617]
14,[1.38725098 1.4355503  1.52950617]
15,[1.4355503  1.38725098 1.52950617]
16,[1.52950617 1.38725098 1.4355503 ]
17,[1.52950617 1.4355503  1.38725098]
18,[1.53044452 1.43717448 1.38758461]
19,[1.53044452 1.38758461 1.43717448]
20,[1.38758461 1.43717448 1.53044452]
21,[1.43717448 1.38758461 1.53044452]
22,[1.38758461 1.43717448 1.53044452]
23,[1.43717448 1.38758461 1.53044452]
24,[1.53044452 1.43717448 1.38758461]
25,[1.53044452 1.38758461 1.43717448]
26,[1.4506324  1.44985112 1.40072817]
27,[1.44985112 1.4506324  1.40072817]
28,[1.40072817 1.4506324  1.44985112]
29,[1.40072817 1.44985112 1.4506324 ]
30,[1.40072817 1.44985112 1.4506324 ]
31,[1.40072817 1.4506324  1.44985112]
32,[1.44985112 1.4506324  1.40072817]
33,[1.4506324  1.44985112 1.40072817]
34,[1.44915113 1.39849784 1.44915113]
35,[1.44915113 1.44915113 1.39849784]
36,[1.44915113 1.39849784 1.44915113]
37,[1.44915113 1.44915113 1.39849784]
38,[1.45017452 1.45017452 1.39849784]
39,[1.45017452 1.39849784 1.45017452]
40,[1.45017452 1.45017452 1.39849784]
41,[1.45017452 1.39849784 1.45017452]
42,[1.4025742  1.44915113 1.44309617]
43,[1.4025742  1.44309617 1.44915113]
44,[1.44915113 1.44309617 1.4025742 ]
45,[1.44309617 1.44915113 1.4025742 ]
46,[1.44309617 1.44915113 1.4025742 ]
47,[1.44915113 1.44309617 1.4025742 ]
48,[1.4025742  1.44309617 1.44915113]
49,[1.4025742  1.44915113 1.44309617]
50,[1.40330329 1.44467235 1.45017452]
51,[1.40330329 1.45017452 1.44467235]
52,[1.44467235 1.45017452 1.40330329]
53,[1.45017452 1.44467235 1.40330329]
54,[1.45017452 1.44467235 1.40330329]
55,[1.44467235 1.45017452 1.40330329]
56,[1.40330329 1.45017452 1.44467235]
57,[1.40330329 1.44467235 1.45017452]
58,[1.44705321 1.39956849 1.4506324 ]
59,[1.44705321 1.4506324  1.39956849]
60,[1.39956849 1.4506324  1.44705321]
61,[1.4506324  1.39956849 1.44705321]
62,[1.4506324  1.39956849 1.44705321]
63,[1.39956849 1.4506324  1.44705321]
64,[1.44705321 1.4506324  1.39956849]
65,[1.44705321 1.39956849 1.4506324 ]
66,[1.44726802 1.3997119  1.44985112]
67,[1.44726802 1.44985112 1.3997119 ]
68,[1.3997119  1.44985112 1.44726802]
69,[1.44985112 1.3997119  1.44726802]
70,[1.44985112 1.3997119  1.44726802]
71,[1.3997119  1.44985112 1.44726802]
72,[1.44726802 1.44985112 1.3997119 ]
73,[1.44726802 1.3997119  1.44985112]
74,[1.38725098 1.47941115 1.44705321]
75,[1.47941115 1.38725098 1.44705321]
76,[1.44705321 1.38725098 1.47941115]
77,[1.44705321 1.47941115 1.38725098]
78,[1.44705321 1.47941115 1.38725098]
79,[1.44705321 1.38725098 1.47941115]
80,[1.47941115 1.38725098 1.44705321]
81,[1.38725098 1.47941115 1.44705321]
82,[1.38758461 1.44726802 1.47941115]
83,[1.38758461 1.47941115 1.44726802]
84,[1.44726802 1.47941115 1.38758461]
85,[1.47941115 1.44726802 1.38758461]
86,[1.47941115 1.44726802 1.38758461]
87,[1.44726802 1.47941115 1.38758461]
88,[1.38758461 1.47941115 1.44726802]
89,[1.38758461 1.44726802 1.47941115]
90,[1.45278287 1.4355503  1.4025742 ]
91,[1.4355503  1.45278287 1.4025742 ]
92,[1.4025742  1.45278287 1.4355503 ]
93,[1.4025742  1.4355503  1.45278287]
94,[1.4025742  1.4355503  1.45278287]
95,[1.4025742  1.45278287 1.4355503 ]
96,[1.4355503  1.45278287 1.4025742 ]
97,[1.45278287 1.4355503  1.4025742 ]
98,[1.43717448 1.40330329 1.45278287]
99,[1.43717448 1.45278287 1.40330329]
100,[1.40330329 1.45278287 1.43717448]
101,[1.45278287 1.40330329 1.43717448]
102,[1.45278287 1.40330329 1.43717448]
103,[1.40330329 1.45278287 1.43717448]
104,[1.43717448 1.45278287 1.40330329]
105,[1.43717448 1.40330329 1.45278287]
106,[1.44309617 1.39956849 1.45002383]
107,[1.39956849 1.44309617 1.45002383]
108,[1.45002383 1.44309617 1.39956849]
109,[1.45002383 1.39956849 1.44309617]
110,[1.45002383 1.39956849 1.44309617]
111,[1.45002383 1.44309617 1.39956849]
112,[1.39956849 1.44309617 1.45002383]
113,[1.44309617 1.39956849 1.45002383]
114,[1.44467235 1.3997119  1.44912354]
115,[1.3997119  1.44467235 1.44912354]
116,[1.44912354 1.3997119  1.44467235]
117,[1.44912354 1.44467235 1.3997119 ]
118,[1.44912354 1.3997119  1.44467235]
119,[1.44912354 1.44467235 1.3997119 ]
