,length
0,[1.45303051 1.39573757 1.45607027]
1,[1.45303051 1.45607027 1.39573757]
2,[1.45256565 1.39573757 1.45607027]
3,[1.39573757 1.45303051 1.45607027]
4,[1.39573757 1.45607027 1.45303051]
5,[1.45256565 1.39573757 1.45607027]
6,[1.39573757 1.45303051 1.45607027]
7,[1.39573757 1.45607027 1.45256565]
8,[1.45256565 1.45256565 1.40314894]
9,[1.45607027 1.45256565 1.39573757]
10,[1.39573757 1.45607027 1.45303051]
11,[1.39573757 1.45256565 1.45607027]
12,[1.40314894 1.45256565 1.45256565]
13,[1.45607027 1.39573757 1.45303051]
14,[1.39573757 1.45607027 1.45303051]
15,[1.45607027 1.39573757 1.45303051]
16,[1.39573757 1.45256565 1.45607027]
17,[1.45607027 1.39573757 1.45303051]
18,[1.39573757 1.45303051 1.45607027]
19,[1.39573757 1.45607027 1.45303051]
20,[1.45607027 1.39573757 1.45256565]
21,[1.39573757 1.45607027 1.45303051]
22,[1.45256565 1.45256565 1.40314894]
23,[1.39573757 1.45256565 1.45607027]
24,[1.45607027 1.39573757 1.45256565]
25,[1.45607027 1.45303051 1.39573757]
26,[1.39573757 1.45607027 1.45303051]
27,[1.45256565 1.40314894 1.45256565]
28,[1.45256565 1.45607027 1.39573757]
29,[1.45607027 1.45303051 1.39573757]
30,[1.39573757 1.45256565 1.45607027]
31,[1.39573757 1.45607027 1.45256565]
32,[1.45256565 1.45607027 1.39573757]
33,[1.45256565 1.45256565 1.40314894]
34,[1.39573757 1.45607027 1.45256565]
35,[1.45607027 1.39573757 1.45303051]
36,[1.45256565 1.45256565 1.40314894]
37,[1.45607027 1.45256565 1.39573757]
38,[1.45607027 1.45256565 1.39573757]
39,[1.45256565 1.39573757 1.45607027]
40,[1.45607027 1.39573757 1.45303051]
41,[1.39573757 1.45607027 1.45256565]
42,[1.45256565 1.45256565 1.40314894]
43,[1.45256565 1.45607027 1.39573757]
44,[1.45256565 1.45256565 1.40314894]
45,[1.45607027 1.39573757 1.45256565]
46,[1.45607027 1.45303051 1.39573757]
47,[1.39573757 1.45607027 1.45303051]
48,[1.45256565 1.39573757 1.45607027]
49,[1.45256565 1.45256565 1.40314894]
50,[1.45256565 1.45256565 1.40314894]
51,[1.45303051 1.39573757 1.45607027]
52,[1.45607027 1.39573757 1.45303051]
53,[1.45256565 1.45607027 1.39573757]
54,[1.45607027 1.45256565 1.39573757]
55,[1.45607027 1.39573757 1.45303051]
56,[1.45607027 1.39573757 1.45256565]
57,[1.40314894 1.45256565 1.45256565]
58,[1.45303051 1.45607027 1.39573757]
59,[1.40314894 1.45256565 1.45256565]
