,length
0,[1.42250095 1.41883018 1.41953373]
1,[1.42401697 1.42704378 1.43131464]
2,[1.43384119 1.42683909 1.42503948]
3,[1.41953373 1.42250095 1.41883018]
4,[1.42704378 1.43131464 1.42401697]
5,[1.42683909 1.42503948 1.43384119]
6,[1.42338815 1.42317498 1.42250095]
7,[1.42755527 1.41958367 1.42401697]
8,[1.42503948 1.42486303 1.42487379]
9,[1.42317498 1.42250095 1.42338815]
10,[1.42401697 1.42755527 1.41958367]
11,[1.42487379 1.42503948 1.42486303]
12,[1.42669963 1.42350158 1.42459932]
13,[1.41943005 1.42345186 1.42543138]
14,[1.43297075 1.42289209 1.42615569]
15,[1.42350158 1.42459932 1.42669963]
16,[1.42543138 1.41943005 1.42345186]
17,[1.42615569 1.43297075 1.42289209]
18,[1.4321056  1.41895168 1.41943005]
19,[1.42382911 1.42289209 1.43714676]
20,[1.42581148 1.42350158 1.42111402]
21,[1.41895168 1.41943005 1.4321056 ]
22,[1.42289209 1.43714676 1.42382911]
23,[1.42111402 1.42581148 1.42350158]
24,[1.41795805 1.41895168 1.41883018]
25,[1.43131464 1.4270344  1.42382911]
26,[1.42111402 1.42683909 1.44083171]
27,[1.41883018 1.41795805 1.41895168]
28,[1.42382911 1.43131464 1.4270344 ]
29,[1.44083171 1.42111402 1.42683909]
30,[1.41497447 1.42451199 1.41795805]
31,[1.42245389 1.4270344  1.44978497]
32,[1.44083171 1.4483031  1.4205734 ]
33,[1.41795805 1.41497447 1.42451199]
34,[1.4270344  1.44978497 1.42245389]
35,[1.4483031  1.4205734  1.44083171]
36,[1.37319565 1.4196356  1.42451199]
37,[1.44978497 1.39598745 1.43630054]
38,[1.43268966 1.4483031  1.41614064]
39,[1.42451199 1.37319565 1.4196356 ]
40,[1.43630054 1.44978497 1.39598745]
41,[1.41614064 1.43268966 1.4483031 ]
42,[1.41958367 1.4263698  1.42338815]
43,[1.42338815 1.41958367 1.4263698 ]
44,[1.42487379 1.43375817 1.42487379]
45,[1.42245389 1.4263698  1.41497447]
46,[1.4263698  1.41497447 1.42245389]
47,[1.4205734  1.4205734  1.43375817]
48,[1.39598745 1.37319565]
49,[1.37319565 1.39598745]
50,[1.41614064 1.41614064]
51,[1.42077344 1.43384119 1.42704378]
52,[1.41953373 1.41953373 1.42114081]
53,[1.43384119 1.42704378 1.42077344]
54,[1.42459932 1.43297075 1.42077344]
55,[1.42543138 1.42114081 1.42543138]
56,[1.42077344 1.42459932 1.43297075]
57,[1.42345186 1.42620343 1.42669963]
58,[1.42669963 1.42345186 1.42620343]
59,[1.42615569 1.42620352 1.42615569]
60,[1.42620343 1.42620343 1.42620352]
61,[1.40302016 1.42581148 1.4321056 ]
62,[1.43714676 1.43714676 1.4152136 ]
63,[1.4321056  1.40302016 1.42581148]
64,[1.43268966 1.4196356  1.40302016]
65,[1.43630054 1.4152136  1.43630054]
66,[1.4196356  1.40302016 1.43268966]
67,[1.42486303 1.42390815 1.42755527]
68,[1.42755527 1.42486303 1.42390815]
69,[1.42317498 1.42393041 1.42317498]
70,[1.42390815 1.42390815 1.42393041]
