,length
0,"[3.00869486 3.00869486 3.00869486 2.99886237 2.99886237 2.99886237
 1.48049077 1.48049077 3.00869486 3.00869486 2.99886237 2.99886237
 3.00869486 2.99886237 1.48049077 3.00869486 3.00869486 2.99886237
 2.99886237 3.00869486 2.99886237 3.00869486 3.00869486 2.99886237
 2.99886237 3.00869486 2.99886237 1.48049077]"
1,[1.37306836 1.26529537]
2,[1.26529537 1.37306836]
3,[1.37306836 1.26529537]
4,[1.26529537 1.37306836]
5,[1.37306836 1.26529537]
6,[1.26529537 1.37306836]
7,[1.26529537 1.37306836]
8,[1.37306836 1.26529537]
9,[1.26529537 1.37306836]
10,[1.37306836 1.26529537]
11,[1.37306836 1.26529537]
12,[1.37306836 1.26529537]
13,[1.44805111 1.37306836 1.44805111]
14,[1.37306836 1.44805111 1.44805111]
15,[1.44805111 1.44805111 1.37306836]
16,[1.37306836 1.44805111 1.44805111]
17,[1.44805111 1.44805111 1.37306836]
18,[1.37306836 1.44805111 1.44805111]
19,[1.37306836 1.44805111 1.44805111]
20,[1.44805111 1.44805111 1.37306836]
21,[1.37306836 1.44805111 1.44805111]
22,[1.44805111 1.44805111 1.37306836]
23,[1.37306836 1.44805111 1.44805111]
24,[1.44805111 1.37306836 1.44805111]
