,length
71,[1.43007693 1.42527946 1.43819079]
72,[1.44777429 1.40667652 1.43471926]
73,[1.42223194 1.42223194 1.46403575]
74,[1.42223194 1.42223194 1.46403575]
75,[1.43775191 1.44696802 1.42232504]
76,[1.43564836 1.44193961 1.42223194]
77,[1.43471926 1.44911656 1.39592024]
78,[1.44696802 1.42232504 1.43775191]
79,[1.43471926 1.39592024 1.44911656]
80,[1.44911656 1.43775191 1.42102592]
81,[1.44614766 1.46848476 1.38410985]
82,[1.46829483 1.42232504 1.42232504]
83,[1.44614766 1.46848476 1.38410985]
84,[1.44911656 1.39592024 1.43471926]
85,[1.46403575 1.42102592 1.42102592]
86,[1.43836171 1.52219156 1.38790195]
87,[1.44777429 1.40667652 1.43471926]
88,[1.43007693 1.42527946 1.43819079]
89,[1.43471926 1.40667652 1.44777429]
90,[1.43564836 1.44614766 1.42272295]
91,[1.44771791 1.38790195 1.46848476]
92,[1.44922283 1.42272295 1.42272295]
93,[1.44771791 1.39592024 1.44193961]
94,[1.42102592 1.42102592 1.46403575]
95,[1.42223194 1.44193961 1.43564836]
96,[1.51755319 1.60253526 1.51755319 1.59313034]
97,[1.38790195 1.52219156 1.43836171]
98,[1.43471926 1.40667652 1.44777429]
99,[1.42232504 1.44696802 1.43775191]
100,[1.40667652 1.43836171 1.44459978]
101,[1.51755319 1.51755319 1.59313034 1.60253526]
102,[1.38410985 1.46848476 1.44614766]
103,[1.44459978 1.40667652 1.43836171]
104,[1.38410985 1.51755319 1.43007693]
105,[1.44696802 1.44777429 1.39191265]
106,[1.43471926 1.44777429 1.40667652]
107,[1.38410985 1.44614766 1.46848476]
108,[1.38790195 1.52219156 1.43836171]
109,[1.42102592 1.43775191 1.44911656]
110,[1.43564836 1.42272295 1.44614766]
111,[1.42102592 1.42102592 1.46403575]
112,[1.44771791 1.39592024 1.44193961]
113,[1.42272295 1.42272295 1.44922283]
114,[1.43564836 1.42272295 1.44614766]
115,[1.43564836 1.44614766 1.42272295]
116,[1.44614766 1.42272295 1.43564836]
117,[1.44911656 1.39592024 1.43471926]
118,[1.46848476 1.44614766 1.38410985]
119,[1.42272295 1.44614766 1.43564836]
120,[1.44911656 1.43775191 1.42102592]
121,[1.43471926 1.39592024 1.44911656]
122,[1.44696802 1.42232504 1.43775191]
123,[1.43471926 1.44911656 1.39592024]
124,[1.44922283 1.42527946 1.42527946]
125,[1.46848476 1.44614766 1.38410985]
126,[1.38790195 1.46848476 1.44771791]
127,[1.43564836 1.44193961 1.42223194]
128,[1.43775191 1.44696802 1.42232504]
129,[1.42272295 1.42272295 1.44922283]
130,[1.46403575 1.42223194 1.42223194]
131,[1.44193961 1.43564836 1.42223194]
132,[1.42232504 1.44696802 1.43775191]
133,[1.44193961 1.39592024 1.44771791]
134,[1.51755319 1.43007693 1.38410985]
135,[1.43775191 1.44911656 1.42102592]
136,[1.44696802 1.44777429 1.39191265]
137,[1.42527946 1.43007693 1.43819079]
138,[1.43007693 1.51755319 1.38410985]
139,[1.39191265 1.44777429 1.44696802]
