,length
95,[1.40036473 1.44975921 1.45495299]
96,[1.45576743 1.4019529  1.45341023]
97,[1.4019529  1.45341023 1.45576743]
98,[1.45341023 1.4019529  1.45576743]
99,[1.45576743 1.45341023 1.4019529 ]
100,[1.4019529  1.45576743 1.45341023]
101,[1.45341023 1.45576743 1.4019529 ]
102,[1.4019529  1.45341023 1.45576743]
103,[1.45576743 1.45341023 1.4019529 ]
104,[1.4019529  1.45576743 1.45341023]
105,[1.45576743 1.4019529  1.45341023]
106,[1.45341023 1.4019529  1.45576743]
107,[1.45341023 1.45576743 1.4019529 ]
108,[1.45341023 1.4019529  1.45576743]
109,[1.45576743 1.45341023 1.4019529 ]
110,[1.45576743 1.4019529  1.45341023]
111,[1.4019529  1.45341023 1.45576743]
112,[1.45341023 1.45576743 1.4019529 ]
113,[1.4019529  1.45576743 1.45341023]
114,[1.45576743 1.45341023 1.4019529 ]
115,[1.4019529  1.45341023 1.45576743]
116,[1.45341023 1.45576743 1.4019529 ]
117,[1.45341023 1.4019529  1.45576743]
118,[1.45576743 1.4019529  1.45341023]
119,[1.4019529  1.45576743 1.45341023]
120,[1.45395213 1.45576743 1.40106759]
121,[1.45576743 1.40106759 1.45395213]
122,[1.40106759 1.45576743 1.45395213]
123,[1.45395213 1.40106759 1.45576743]
124,[1.40106759 1.45395213 1.45576743]
125,[1.45576743 1.45395213 1.40106759]
126,[1.40106759 1.45576743 1.45395213]
127,[1.45395213 1.45576743 1.40106759]
128,[1.45395213 1.45576743 1.40106759]
129,[1.45576743 1.45395213 1.40106759]
130,[1.40106759 1.45576743 1.45395213]
131,[1.40106759 1.45395213 1.45576743]
132,[1.40106759 1.45576743 1.45395213]
133,[1.45395213 1.40106759 1.45576743]
134,[1.45395213 1.45576743 1.40106759]
135,[1.45576743 1.40106759 1.45395213]
136,[1.45576743 1.45395213 1.40106759]
137,[1.40106759 1.45395213 1.45576743]
138,[1.45395213 1.45576743 1.40106759]
139,[1.40106759 1.45576743 1.45395213]
140,[1.40106759 1.45576743 1.45395213]
141,[1.40106759 1.45395213 1.45576743]
142,[1.45395213 1.45576743 1.40106759]
143,[1.45576743 1.45395213 1.40106759]
144,[1.40106759 1.45055556 1.45411152]
145,[1.45411152 1.40106759 1.45055556]
146,[1.45411152 1.45055556 1.40106759]
147,[1.45055556 1.40106759 1.45411152]
148,[1.45055556 1.45411152 1.40106759]
149,[1.40106759 1.45411152 1.45055556]
150,[1.45411152 1.45055556 1.40106759]
151,[1.40106759 1.45055556 1.45411152]
152,[1.45411152 1.40106759 1.45055556]
153,[1.40106759 1.45411152 1.45055556]
154,[1.45055556 1.45411152 1.40106759]
155,[1.45055556 1.40106759 1.45411152]
156,[1.45411152 1.45055556 1.40106759]
157,[1.45055556 1.40106759 1.45411152]
158,[1.40106759 1.45055556 1.45411152]
159,[1.45411152 1.40106759 1.45055556]
160,[1.40106759 1.45411152 1.45055556]
161,[1.45055556 1.45411152 1.40106759]
162,[1.40106759 1.45055556 1.45411152]
163,[1.45411152 1.45055556 1.40106759]
164,[1.45055556 1.40106759 1.45411152]
165,[1.45055556 1.45411152 1.40106759]
166,[1.40106759 1.45411152 1.45055556]
167,[1.45411152 1.40106759 1.45055556]
168,[1.45374373 1.40026228 1.45395213]
169,[1.45395213 1.45374373 1.40026228]
170,[1.45395213 1.40026228 1.45374373]
171,[1.40026228 1.45374373 1.45395213]
172,[1.40026228 1.45395213 1.45374373]
173,[1.45374373 1.45395213 1.40026228]
174,[1.45395213 1.40026228 1.45374373]
175,[1.45374373 1.40026228 1.45395213]
176,[1.45374373 1.40026228 1.45395213]
177,[1.45374373 1.45395213 1.40026228]
178,[1.45395213 1.40026228 1.45374373]
179,[1.40026228 1.45395213 1.45374373]
180,[1.45395213 1.40026228 1.45374373]
181,[1.40026228 1.45374373 1.45395213]
182,[1.45374373 1.40026228 1.45395213]
183,[1.45395213 1.45374373 1.40026228]
184,[1.45374373 1.45395213 1.40026228]
185,[1.40026228 1.45395213 1.45374373]
186,[1.45374373 1.40026228 1.45395213]
187,[1.45395213 1.40026228 1.45374373]
188,[1.45395213 1.40026228 1.45374373]
189,[1.40026228 1.45395213 1.45374373]
190,[1.45374373 1.40026228 1.45395213]
191,[1.45374373 1.45395213 1.40026228]
192,[1.45320197 1.45411152 1.40036473]
193,[1.45411152 1.40036473 1.45320197]
194,[1.40036473 1.45411152 1.45320197]
195,[1.45320197 1.40036473 1.45411152]
196,[1.45411152 1.45320197 1.40036473]
197,[1.40036473 1.45320197 1.45411152]
198,[1.45411152 1.40036473 1.45320197]
199,[1.45320197 1.40036473 1.45411152]
200,[1.45411152 1.45320197 1.40036473]
201,[1.45320197 1.45411152 1.40036473]
202,[1.40036473 1.45411152 1.45320197]
203,[1.40036473 1.45320197 1.45411152]
204,[1.40036473 1.45411152 1.45320197]
205,[1.45320197 1.40036473 1.45411152]
206,[1.45320197 1.45411152 1.40036473]
207,[1.45411152 1.40036473 1.45320197]
208,[1.40036473 1.45320197 1.45411152]
209,[1.45411152 1.45320197 1.40036473]
210,[1.45320197 1.40036473 1.45411152]
211,[1.45411152 1.40036473 1.45320197]
212,[1.40036473 1.45320197 1.45411152]
213,[1.40036473 1.45411152 1.45320197]
214,[1.45320197 1.45411152 1.40036473]
215,[1.45411152 1.45320197 1.40036473]
216,[1.44975921 1.4019529  1.45320197]
217,[1.45320197 1.44975921 1.4019529 ]
218,[1.45320197 1.4019529  1.44975921]
219,[1.4019529  1.44975921 1.45320197]
220,[1.44975921 1.45320197 1.4019529 ]
221,[1.4019529  1.45320197 1.44975921]
222,[1.45320197 1.44975921 1.4019529 ]
223,[1.4019529  1.44975921 1.45320197]
224,[1.44975921 1.45320197 1.4019529 ]
225,[1.44975921 1.4019529  1.45320197]
226,[1.45320197 1.4019529  1.44975921]
227,[1.4019529  1.45320197 1.44975921]
228,[1.45320197 1.4019529  1.44975921]
229,[1.4019529  1.44975921 1.45320197]
230,[1.44975921 1.4019529  1.45320197]
231,[1.45320197 1.44975921 1.4019529 ]
232,[1.4019529  1.45320197 1.44975921]
233,[1.44975921 1.45320197 1.4019529 ]
234,[1.4019529  1.44975921 1.45320197]
235,[1.45320197 1.44975921 1.4019529 ]
236,[1.4019529  1.45320197 1.44975921]
237,[1.45320197 1.4019529  1.44975921]
238,[1.44975921 1.4019529  1.45320197]
239,[1.44975921 1.45320197 1.4019529 ]
