,length
0,[1.45341023 1.45314014 1.40002921]
1,[1.40002921 1.45314014 1.45341023]
2,[1.40002921 1.45341023 1.45314014]
3,[1.45314014 1.45341023 1.40002921]
4,[1.45341023 1.40002921 1.45314014]
5,[1.45314014 1.40002921 1.45341023]
6,[1.40002921 1.45341023 1.45314014]
7,[1.45314014 1.45341023 1.40002921]
8,[1.45341023 1.45314014 1.40002921]
9,[1.45314014 1.45341023 1.40002921]
10,[1.40002921 1.45341023 1.45314014]
11,[1.40002921 1.45314014 1.45341023]
12,[1.40002921 1.45314014 1.45341023]
13,[1.45341023 1.45314014 1.40002921]
14,[1.45314014 1.45341023 1.40002921]
15,[1.40002921 1.45341023 1.45314014]
16,[1.45314014 1.40002921 1.45341023]
17,[1.45341023 1.40002921 1.45314014]
18,[1.45314014 1.45341023 1.40002921]
19,[1.40002921 1.45341023 1.45314014]
20,[1.40002921 1.45314014 1.45341023]
21,[1.40002921 1.45341023 1.45314014]
22,[1.45314014 1.45341023 1.40002921]
23,[1.45341023 1.45314014 1.40002921]
24,[1.40002921 1.45495299 1.45055556]
25,[1.45055556 1.45495299 1.40002921]
26,[1.45495299 1.45055556 1.40002921]
27,[1.40002921 1.45055556 1.45495299]
28,[1.45495299 1.40002921 1.45055556]
29,[1.45055556 1.40002921 1.45495299]
30,[1.45495299 1.45055556 1.40002921]
31,[1.40002921 1.45055556 1.45495299]
32,[1.45495299 1.40002921 1.45055556]
33,[1.45055556 1.40002921 1.45495299]
34,[1.45495299 1.45055556 1.40002921]
35,[1.40002921 1.45055556 1.45495299]
36,[1.45055556 1.45495299 1.40002921]
37,[1.40002921 1.45495299 1.45055556]
38,[1.40002921 1.45055556 1.45495299]
39,[1.45495299 1.45055556 1.40002921]
40,[1.45055556 1.40002921 1.45495299]
41,[1.45495299 1.40002921 1.45055556]
42,[1.40002921 1.45055556 1.45495299]
43,[1.45495299 1.45055556 1.40002921]
44,[1.45055556 1.40002921 1.45495299]
45,[1.45495299 1.40002921 1.45055556]
46,[1.40002921 1.45055556 1.45495299]
47,[1.45495299 1.45055556 1.40002921]
48,[1.45374373 1.40026228 1.45314014]
49,[1.40026228 1.45314014 1.45374373]
50,[1.45314014 1.40026228 1.45374373]
51,[1.45374373 1.45314014 1.40026228]
52,[1.45374373 1.45314014 1.40026228]
53,[1.40026228 1.45314014 1.45374373]
54,[1.45314014 1.45374373 1.40026228]
55,[1.40026228 1.45374373 1.45314014]
56,[1.45374373 1.40026228 1.45314014]
57,[1.40026228 1.45374373 1.45314014]
58,[1.45314014 1.45374373 1.40026228]
59,[1.45314014 1.40026228 1.45374373]
60,[1.45314014 1.40026228 1.45374373]
61,[1.45374373 1.45314014 1.40026228]
62,[1.45374373 1.40026228 1.45314014]
63,[1.40026228 1.45314014 1.45374373]
64,[1.40026228 1.45314014 1.45374373]
65,[1.45374373 1.45314014 1.40026228]
66,[1.40026228 1.45374373 1.45314014]
67,[1.45314014 1.45374373 1.40026228]
68,[1.45314014 1.40026228 1.45374373]
69,[1.45314014 1.45374373 1.40026228]
70,[1.40026228 1.45374373 1.45314014]
71,[1.45374373 1.40026228 1.45314014]
72,[1.40036473 1.45495299 1.44975921]
73,[1.44975921 1.40036473 1.45495299]
74,[1.44975921 1.45495299 1.40036473]
75,[1.45495299 1.40036473 1.44975921]
76,[1.40036473 1.45495299 1.44975921]
77,[1.44975921 1.45495299 1.40036473]
78,[1.40036473 1.44975921 1.45495299]
79,[1.45495299 1.44975921 1.40036473]
80,[1.40036473 1.44975921 1.45495299]
81,[1.44975921 1.40036473 1.45495299]
82,[1.45495299 1.40036473 1.44975921]
83,[1.45495299 1.44975921 1.40036473]
84,[1.44975921 1.45495299 1.40036473]
85,[1.45495299 1.40036473 1.44975921]
86,[1.40036473 1.45495299 1.44975921]
87,[1.44975921 1.40036473 1.45495299]
88,[1.44975921 1.45495299 1.40036473]
89,[1.40036473 1.45495299 1.44975921]
90,[1.45495299 1.44975921 1.40036473]
91,[1.40036473 1.44975921 1.45495299]
92,[1.45495299 1.44975921 1.40036473]
93,[1.45495299 1.40036473 1.44975921]
94,[1.44975921 1.40036473 1.45495299]
