,length
0,[1.37312557 1.49915127 1.59046157]
1,[1.43435436 1.42227959 1.38290451]
2,[1.59046157 1.52063961 1.72835993 1.49594926]
3,[1.49006254 1.43837508 1.43998024]
4,[1.3984358 1.4494213 1.3629746]
5,[1.37312557 1.49915127 1.59046157]
6,[1.43998024 1.43837508 1.49006254]
7,[1.42227959 1.43435436 1.38290451]
8,[1.42227959 1.49594926 1.38644375]
9,[1.59046157 1.49915127 1.37312557]
10,[1.42227959 1.43435436 1.38290451]
11,[1.49006254 1.43998024 1.43837508]
12,[1.38290451 1.42227959 1.43435436]
13,[1.59046157 1.49915127 1.37312557]
14,[1.3878889  1.52153366 1.45098394]
15,[1.36742273 1.4494213  1.4494213 ]
16,[1.41751763 1.3984358  1.38290451]
17,[1.52163658 1.43837508 1.3629746 ]
18,[1.49915127 1.43998024 1.43435436]
19,[1.5095127  1.49006254 1.35112817]
20,[1.4494213 1.3629746 1.3984358]
21,[1.72835993 1.52163658 1.54542156 1.52153366]
22,[1.4494213  1.4494213  1.36742273]
23,[1.72835993 1.49594926 1.59046157 1.52063961]
24,[1.3629746 1.4494213 1.3984358]
25,[1.5095127  1.35112817 1.49006254]
26,[1.3629746  1.52163658 1.43837508]
27,[1.3984358 1.3629746 1.4494213]
28,[1.49006254 1.43998024 1.43837508]
29,[1.38290451 1.43435436 1.42227959]
30,[1.49594926 1.42227959 1.38644375]
31,[1.45098394 1.45098394 1.36742273]
32,[1.38290451 1.3984358  1.41751763]
33,[1.43998024 1.43837508 1.49006254]
34,[1.43837508 1.52163658 1.3629746 ]
35,[1.41751763 1.38290451 1.3984358 ]
36,[1.38290451 1.43435436 1.42227959]
37,[1.43998024 1.49915127 1.43435436]
38,[1.59046157 1.52063961 1.72835993 1.49594926]
39,[1.37312557 1.59046157 1.49915127]
40,[1.49006254 1.35112817 1.5095127 ]
41,[1.37312557 1.59046157 1.49915127]
42,[1.36742273 1.45098394 1.45098394]
43,[1.43435436 1.43998024 1.49915127]
44,[1.49594926 1.72835993 1.52063961 1.59046157]
45,[1.49006254 1.35112817 1.5095127 ]
46,[1.3878889  1.45098394 1.52153366]
47,[1.49006254 1.5095127  1.35112817]
48,[1.42227959 1.38644375 1.49594926]
49,[1.43435436 1.49915127 1.43998024]
50,[1.43837508 1.43998024 1.49006254]
51,[1.37312557 1.5095127  1.54542156]
52,[1.52153366 1.54542156 1.52163658 1.72835993]
53,[1.45098394 1.52153366 1.3878889 ]
54,[1.72835993 1.49594926 1.59046157 1.52063961]
55,[1.3629746 1.4494213 1.3984358]
56,[1.37312557 1.5095127  1.54542156]
57,[1.54542156 1.52153366 1.72835993 1.52163658]
58,[1.43435436 1.49915127 1.43998024]
59,[1.3629746  1.43837508 1.52163658]
60,[1.3878889  1.50743801 1.52063961]
61,[1.52153366 1.54542156 1.52163658 1.72835993]
62,[1.3984358  1.38290451 1.41751763]
63,[1.5095127  1.35112817 1.49006254]
64,[1.52063961 1.59046157 1.49594926 1.72835993]
65,[1.52153366 1.45098394 1.3878889 ]
66,[1.52153366 1.45098394 1.3878889 ]
67,[1.3629746  1.52163658 1.43837508]
68,[1.38290451 1.42227959 1.43435436]
69,[1.52063961 1.3878889  1.50743801]
70,[1.5095127  1.49006254 1.35112817]
71,[1.54542156 1.5095127  1.37312557]
72,[1.36742273 1.4494213  1.4494213 ]
73,[1.3984358  1.38290451 1.41751763]
74,[1.49006254 1.5095127  1.35112817]
75,[1.52063961 1.3878889  1.50743801]
76,[1.3984358 1.4494213 1.3629746]
77,[1.37312557 1.54542156 1.5095127 ]
78,[1.4494213 1.3629746 1.3984358]
79,[1.45098394 1.45098394 1.36742273]
80,[1.49594926 1.42227959 1.38644375]
81,[1.4494213  1.4494213  1.36742273]
82,[1.54542156 1.52153366 1.72835993 1.52163658]
83,[1.43435436 1.43998024 1.49915127]
84,[1.3629746  1.43837508 1.52163658]
85,[1.49594926 1.72835993 1.52063961 1.59046157]
86,[1.5095127  1.54542156 1.37312557]
87,[1.3984358 1.3629746 1.4494213]
88,[1.3878889  1.50743801 1.52063961]
89,[1.49915127 1.43998024 1.43435436]
90,[1.36742273 1.45098394 1.45098394]
91,[1.3878889  1.52063961 1.50743801]
92,[1.49594926 1.38644375 1.42227959]
93,[1.5095127  1.54542156 1.37312557]
94,[1.43837508 1.43998024 1.49006254]
95,[1.49915127 1.59046157 1.37312557]
96,[1.45098394 1.52153366 1.3878889 ]
97,[1.38290451 1.3984358  1.41751763]
98,[1.54542156 1.5095127  1.37312557]
99,[1.72835993 1.52163658 1.54542156 1.52153366]
100,[1.49915127 1.59046157 1.37312557]
101,[1.49594926 1.38644375 1.42227959]
102,[1.43837508 1.52163658 1.3629746 ]
103,[1.52063961 1.50743801 1.3878889 ]
104,[1.3878889  1.52063961 1.50743801]
105,[1.3984358  1.38290451 1.41751763]
106,[1.37312557 1.54542156 1.5095127 ]
107,[1.3878889  1.52153366 1.45098394]
108,[1.3878889  1.45098394 1.52153366]
109,[1.43435436 1.42227959 1.38290451]
110,[1.49006254 1.43837508 1.43998024]
111,[1.42227959 1.49594926 1.38644375]
112,[1.52163658 1.72835993 1.52153366 1.54542156]
113,[1.52063961 1.59046157 1.49594926 1.72835993]
114,[1.52063961 1.50743801 1.3878889 ]
115,[1.52163658 1.43837508 1.3629746 ]
116,[1.42227959 1.38644375 1.49594926]
117,[1.52163658 1.72835993 1.52153366 1.54542156]
118,[1.43998024 1.49915127 1.43435436]
119,[1.38290451 1.3984358  1.41751763]
