,length
0,[1.41096548 1.44484044 1.36253055]
1,[1.36253055 1.41096548 1.44484044]
2,[1.36253055 1.44484044 1.41096548]
3,[1.44484044 1.41096548 1.36253055]
4,[1.36472898 1.41096548]
5,[1.41096548 1.36472898]
6,[1.41096548 1.36472898]
7,[1.36472898 1.41096548]
8,[1.23686998 1.41884475]
9,[1.41884475 1.23686998]
10,[1.41884475 1.23686998]
11,[1.23686998 1.41884475]
12,[1.43663492 1.23686998]
13,[1.23686998 1.43663492]
14,[1.23686998 1.43663492]
15,[1.43663492 1.23686998]
16,[1.33851489 1.28553229]
17,[1.33851489 1.28553229]
18,[1.28553229 1.33851489]
19,[1.28553229 1.33851489]
20,[1.28553229 1.32366131]
21,[1.28553229 1.32366131]
22,[1.32366131 1.28553229]
23,[1.32366131 1.28553229]
24,[1.32366131 1.29318535]
25,[1.29318535 1.32366131]
26,[1.32366131 1.29318535]
27,[1.29318535 1.32366131]
28,[1.58692827 1.41571706 1.29318535]
29,[1.41571706 1.29318535 1.58692827]
30,[1.29318535 1.41571706 1.58692827]
31,[1.58692827 1.29318535 1.41571706]
32,[1.3698237  1.27601574]
33,[1.27601574 1.3698237 ]
34,[1.27601574 1.3698237 ]
35,[1.3698237  1.27601574]
36,[1.27601574 1.44484044]
37,[1.44484044 1.27601574]
38,[1.44484044 1.27601574]
39,[1.27601574 1.44484044]
40,[1.41884475 1.55122039 1.36472898]
41,[1.36472898 1.41884475 1.55122039]
42,[1.36472898 1.55122039 1.41884475]
43,[1.55122039 1.41884475 1.36472898]
44,[1.39367651 1.38662323 1.43663492]
45,[1.43663492 1.39367651 1.38662323]
46,[1.43663492 1.38662323 1.39367651]
47,[1.38662323 1.39367651 1.43663492]
48,[1.34948408 1.41571706 1.4260834 ]
49,[1.4260834  1.34948408 1.41571706]
50,[1.4260834  1.41571706 1.34948408]
51,[1.41571706 1.34948408 1.4260834 ]
52,[1.4260834  1.55122039 1.3698237 ]
53,[1.55122039 1.3698237  1.4260834 ]
54,[1.3698237  1.55122039 1.4260834 ]
55,[1.4260834  1.3698237  1.55122039]
56,[1.27958871 1.30679385]
57,[1.30679385 1.27958871]
58,[1.30679385 1.27958871]
59,[1.27958871 1.30679385]
60,[1.36253055 1.27958871]
61,[1.27958871 1.36253055]
62,[1.27958871 1.36253055]
63,[1.36253055 1.27958871]
64,[1.26842243 1.33851489]
65,[1.26842243 1.33851489]
66,[1.33851489 1.26842243]
67,[1.33851489 1.26842243]
68,[1.26842243 1.39367651]
69,[1.39367651 1.26842243]
70,[1.39367651 1.26842243]
71,[1.26842243 1.39367651]
72,"[3.08749709 2.30640925 1.38662323 3.15976701 2.20624826 2.66177705
 1.58692827 2.40310161 3.24011991 3.21219659 2.56483194 1.34948408
 3.81798313]"
73,"[3.15976701 2.20624826 2.66177705 2.30640925 1.38662323 2.56483194
 1.34948408 3.81798313 2.40310161 3.24011991 3.21219659 1.58692827
 3.08749709]"
74,"[1.58692827 2.40310161 3.24011991 3.21219659 2.56483194 1.34948408
 3.81798313 1.38662323 2.30640925 3.15976701 2.20624826 2.66177705
 3.08749709]"
75,"[3.08749709 2.56483194 1.34948408 3.81798313 1.58692827 2.40310161
 3.24011991 3.21219659 3.15976701 2.20624826 2.66177705 2.30640925
 1.38662323]"
