,length
0,[1.37862474 1.38225994 1.45083813]
1,[1.40557024 1.22581957]
2,[1.35138719 1.35344204]
3,[1.35344204 1.46365138 1.52717098]
4,[1.38575218 1.56319775 1.39952209]
5,[1.50216566 1.35652863 1.3714997 ]
6,[1.52873159 1.29475458 1.4306589 ]
7,[1.5243485  1.43928897 1.38277453]
8,[1.4988744  1.63980386 1.59345969 1.51588153]
9,[1.39483522 1.43928897 1.48610844]
10,[1.35605175 1.4504714  1.47345131]
11,[1.40389521 1.42602416 1.40938742]
12,[1.39006866 1.52065396 1.53522352]
13,[1.43351949 1.45924131 1.45264465]
14,[1.77289656 1.49345469 1.53069079 1.47577899]
15,[1.40618798 1.45522137 1.46279898]
16,[1.44510416 1.4504714  1.4566693 ]
17,[1.45264465 1.36869288 1.48052982]
18,[1.53120298 1.38812489 1.48158641]
19,[1.44916429 1.23930937]
20,[1.41911944 1.39463827 1.44916429]
21,[1.35476972 1.46771886 1.543374  ]
22,[1.25251238 1.35652863]
23,[1.48733722 1.40557024 1.38830069]
24,[1.38677663 1.22464523]
25,[1.48158641 1.47549702 1.38575218]
26,[1.3442977  1.29151345]
27,[1.54394908 1.40202588 1.30011324]
28,[1.27456184 1.39463827]
29,[1.51565156 1.41452415 1.35138719]
30,[1.50877405 1.46771886 1.40773427]
31,[1.51598841 1.38774646 1.41179591]
32,[1.55152152 1.57805305 1.54319146 1.54394908]
33,[1.46275006 1.38812489 1.51377082]
34,[1.543374   1.47345131 1.61813357 1.63980386]
35,[1.46533023 1.45924131 1.35692802]
36,[1.54740808 1.35692802 1.38677663]
37,[1.51588153 1.37020447 1.32108135]
38,[1.41687642 1.46212658 1.40389521]
39,[1.29151345 1.27456184]
40,[1.32899015 1.32908926]
41,[1.40410784 1.52752993 1.46533023]
42,[1.4118739  1.36364383 1.38225994]
43,[1.22581957 1.41452415]
44,[1.35630217 1.44705444 1.56570827]
45,[1.46279898 1.43661938 1.44872635]
46,[1.41655842 1.555851   1.29475458]
47,[1.54239707 1.56570827 1.52359367 1.57014544]
48,[1.4306589  1.37168754 1.50216566]
49,[1.39952209 1.51695929 1.3426248 ]
50,[1.22464523 1.41388817]
51,[1.4566693  1.64053589 1.39006866]
52,[1.30274748 1.47549702 1.50877405]
53,[1.5339078  1.36364383 1.38128104]
54,[1.48610844 1.32899015 1.55152152]
55,[1.4764332  1.45522137 1.37389247]
56,[1.37348469 1.43621767 1.45715247]
57,[1.32713069 1.32944858]
58,[1.53522352 1.60338353 1.61149105 1.54740808]
59,[1.48052982 1.50067157 1.40618798]
60,[1.3619916  1.25251238]
61,[1.41179591 1.49740476 1.4972964 ]
62,[1.5329102  1.43661938 1.39746217]
63,[1.35525148 1.48733722 1.4764332 ]
64,[1.22623368 1.37502795]
65,[1.42756854 1.60338353 1.40410784]
66,[1.46880995 1.47577899 1.41911944]
67,[1.54319146 1.40938742 1.37348469]
68,[1.32908926 1.4638563  1.53120298]
69,[1.57014544 1.555851   1.49345469 1.52873159]
70,[1.32944858 1.51598841 1.46275006]
71,[1.36618246 1.57805305 1.42602416]
72,"[3.10390551 2.50282139 2.5392941  1.44872635 3.10389519 2.82847818
 2.94115874 2.98331913 2.48938671 2.18620507 1.5339078  3.12037163
 2.83046985 2.61729308 1.46880995 1.77289656]"
73,[1.3714997  1.22623368]
74,[1.54460461 1.51695929 1.61149105 1.52032703]
75,[1.59345969 1.32108135 1.48533466]
76,[1.45715247 1.4936338  1.44510416]
77,[1.39746217 1.52032703 1.41655842]
78,[1.45083813 1.46212658 1.32713069]
79,[1.37389247 1.4118739  1.37862474]
80,[1.51377082 1.49740476 1.50067157 1.51709349]
81,[1.52717098 1.4936338  1.41687642]
82,[1.4972964  1.61813357 1.64053589 1.61702605]
83,[1.3426248  1.54460461 1.4988744 ]
84,[1.41388817 1.46365138 1.3619916 ]
85,[1.36869288 1.35525148]
86,[1.61702605 1.44705444 1.3442977 ]
87,[1.51709349 1.56319775 1.52065396 1.5329102 ]
88,[1.38128104 1.53069079 1.39483522]
89,[1.22287456 1.37020447]
90,[1.37502795 1.43621767 1.35605175]
91,[1.38774646 1.35476972]
92,[1.38277453 1.36618246]
93,[1.30011324 1.30274748]
94,[1.38830069 1.52359367 1.5243485 ]
95,[1.40202588 1.22287456]
96,[1.23930937 1.42756854]
97,[1.48533466 1.37168754 1.51565156]
98,[1.40773427 1.54239707 1.35630217]
99,[1.4638563  1.52752993 1.43351949]
